PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TS,1992,67.5,23.125,-9.46,-8.53,-5.06,-5.51,4.79,12.58,11.23,9,6.86,-7.29,-11.25,-7.45,-0.84
TS,1992,67.5,23.75,-9.71,-8.74,-5.01,-5.55,4.76,12.6,11.29,9.04,7,-7.66,-11.19,-7.46,-0.89
TS,1992,67.5,24.375,-9.85,-8.8,-5.02,-5.63,4.79,12.51,11.27,9.01,7.1,-7.97,-11.14,-7.28,-0.92
TS,1992,67.5,25,-10.06,-8.87,-5.02,-5.71,4.77,12.41,11.24,8.96,7.2,-8.08,-11.06,-7.12,-0.95
TS,1992,67.5,25.625,-10.15,-8.94,-5.07,-5.88,4.59,12.23,11.15,8.85,7.24,-8.12,-11.03,-7.08,-1.02
TS,1992,67.5,26.25,-10.24,-9.02,-5.13,-6.06,4.5,12.11,11.12,8.78,7.29,-8.1,-11.05,-7.12,-1.08
TS,1992,67.5,26.875,-10.36,-9.07,-5.16,-6.17,4.63,12.09,11.17,8.77,7.41,-7.92,-11.04,-7.17,-1.07
TS,1992,67.5,27.5,-10.57,-9.12,-5.17,-6.33,4.61,12.05,11.2,8.74,7.54,-7.73,-11.19,-7.11,-1.09
TS,1992,67.5,28.125,-10.74,-9.11,-5.21,-6.53,4.36,11.86,11.09,8.59,7.58,-7.58,-11.36,-6.97,-1.17
TS,1992,67.5,28.75,-10.77,-9.01,-5.23,-6.78,3.94,11.45,10.77,8.25,7.51,-7.37,-11.4,-6.78,-1.29
TS,1992,67.5,29.375,-10.8,-8.98,-5.42,-7.02,3.66,11.15,10.56,8.07,7.36,-7.4,-11.45,-6.86,-1.43
TS,1992,68,21.875,-9.6,-9.18,-6.48,-6.11,3.1,11.94,10.67,8.41,5.86,-8.06,-12.27,-8.11,-1.65
TS,1992,68,22.5,-9.41,-8.88,-6.07,-6.01,3.22,11.82,10.56,8.33,5.99,-7.97,-12.04,-7.8,-1.52
TS,1992,68,23.125,-9.48,-8.82,-5.75,-5.92,3.53,11.93,10.69,8.41,6.19,-8.04,-11.88,-7.7,-1.4
TS,1992,68,23.75,-9.8,-9.09,-5.65,-5.93,3.71,12.11,10.87,8.54,6.36,-8.21,-11.82,-7.82,-1.39
TS,1992,68,24.375,-9.84,-9.1,-5.42,-5.92,3.92,12.01,10.78,8.5,6.51,-8.04,-11.58,-7.7,-1.32
TS,1992,68,25,-9.86,-9.09,-5.32,-6,3.92,11.81,10.63,8.38,6.6,-7.92,-11.41,-7.56,-1.32
TS,1992,68,25.625,-9.98,-9.15,-5.38,-6.12,3.78,11.7,10.61,8.3,6.68,-7.96,-11.39,-7.59,-1.38
TS,1992,68,26.25,-10.06,-9.14,-5.43,-6.15,3.83,11.71,10.7,8.31,6.84,-7.95,-11.4,-7.62,-1.36
TS,1992,68,26.875,-10.28,-9.21,-5.49,-6.2,4.12,11.91,10.96,8.46,7.03,-7.83,-11.55,-7.69,-1.31
TS,1992,68,27.5,-10.59,-9.36,-5.59,-6.29,4.37,12.18,11.24,8.63,7.2,-7.76,-11.8,-7.81,-1.3
TS,1992,68,28.125,-10.71,-9.34,-5.59,-6.45,4.39,12.12,11.22,8.57,7.27,-7.66,-11.91,-7.78,-1.32
TS,1992,68,28.75,-10.52,-9.01,-5.43,-6.61,4.16,11.6,10.86,8.24,7.28,-7.33,-11.74,-7.45,-1.33
TS,1992,68,29.375,-10.49,-8.78,-5.29,-6.64,4.37,11.46,10.85,8.22,7.44,-6.98,-11.65,-7.27,-1.23
TS,1992,68.5,21.875,-9.58,-9.69,-7.11,-6.53,1.65,10.97,9.97,7.95,5.28,-8.88,-12.55,-8.32,-2.24
TS,1992,68.5,22.5,-9.48,-9.37,-6.62,-6.23,2.34,11.26,10.26,8.12,5.58,-8.7,-12.27,-8.08,-1.93
TS,1992,68.5,23.125,-10.01,-9.64,-6.52,-6.22,2.61,11.83,10.77,8.38,5.75,-8.97,-12.48,-8.32,-1.9
TS,1992,68.5,23.75,-10.66,-10.07,-6.58,-6.35,2.32,12.18,11.08,8.5,5.78,-9.26,-12.77,-8.7,-2.04
TS,1992,68.5,24.375,-10.42,-9.86,-6.28,-6.37,2.32,11.73,10.73,8.26,5.86,-8.81,-12.41,-8.47,-1.98
TS,1992,68.5,25,-10.22,-9.7,-6.04,-6.39,2.57,11.46,10.55,8.1,5.98,-8.28,-12.09,-8.32,-1.87
TS,1992,68.5,25.625,-10.19,-9.69,-5.91,-6.45,2.98,11.46,10.62,8.07,6.14,-7.8,-11.92,-8.33,-1.75
TS,1992,68.5,26.25,-10.06,-9.45,-5.77,-6.25,3.52,11.6,10.8,8.26,6.48,-7.68,-11.86,-8.11,-1.54
TS,1992,68.5,26.875,-9.92,-9.2,-5.61,-6.05,4.19,11.83,11.02,8.53,6.83,-7.53,-11.79,-7.88,-1.3
TS,1992,68.5,27.5,-9.86,-9.02,-5.48,-5.97,4.74,12.02,11.2,8.74,7.1,-7.38,-11.75,-7.71,-1.11
TS,1992,68.5,28.125,-9.82,-8.86,-5.42,-6.2,4.52,11.69,10.94,8.46,7.08,-7.28,-11.75,-7.6,-1.19
TS,1992,68.5,28.75,-9.81,-8.72,-5.36,-6.41,4.21,11.35,10.72,8.2,7.09,-7.18,-11.82,-7.53,-1.27
TS,1992,68.5,29.375,-9.85,-8.59,-5.24,-6.55,4.14,11.18,10.69,8.12,7.2,-6.98,-11.91,-7.45,-1.27
TS,1993,60.5,21.875,-0.69,-1.92,-0.56,2.82,10.07,10.97,15.4,14.18,8.72,5.58,-0.38,-1.67,5.21
TS,1993,60.5,22.5,-1.89,-3.05,-1.11,3.03,11.61,11.27,15.75,13.68,7.23,4.07,-2.94,-3.66,4.5
TS,1993,60.5,23.125,-2.85,-3.93,-1.66,3,12.17,11.59,15.9,13.46,6.53,3.24,-4.2,-4.82,4.04
TS,1993,60.5,23.75,-3.37,-4.34,-1.94,2.85,12.07,11.74,15.6,13.37,6.36,2.93,-4.56,-5.33,3.78
TS,1993,60.5,24.375,-3.4,-4.26,-1.98,2.7,11.97,11.6,15.18,13.1,5.9,2.63,-4.74,-5.44,3.6
TS,1993,60.5,25,-2.95,-3.96,-1.88,2.51,11.21,11.52,15.24,13.57,6.68,3.39,-3.52,-5.06,3.9
TS,1993,60.5,25.625,-2.91,-3.92,-1.85,2.6,11.13,11.68,15.54,13.95,6.96,3.61,-3.28,-5.07,4.04
TS,1993,60.5,26.25,-2.22,-3.38,-1.7,2.21,9.98,11.13,15.32,14.41,8.07,4.58,-1.73,-4.07,4.38
TS,1993,60.5,26.875,-1.83,-3.1,-1.59,1.83,9.16,10.73,15.09,14.7,8.85,5.34,-0.54,-3.44,4.6
TS,1993,60.5,27.5,-2.41,-3.71,-2.12,1.7,9.42,10.7,15.04,14.63,8.83,5.17,-1,-4.04,4.35
TS,1993,60.5,28.125,-2.76,-4.21,-2.61,1.56,9.54,10.97,15.19,14.79,9.24,5.43,-0.75,-4.43,4.33
TS,1993,60.5,28.75,-4.02,-5.31,-3.01,1.79,10.2,11.43,15.41,14.41,8.19,4.37,-3.48,-5.91,3.67
TS,1993,60.5,29.375,-4.97,-5.98,-3.13,2.2,11.27,11.72,15.59,13.97,6.73,3.19,-6.59,-7.26,3.06
TS,1993,61,21.875,-1.25,-2.29,-0.66,2.69,10.54,10.79,15.43,13.87,7.86,4.82,-1.53,-2.75,4.79
TS,1993,61,22.5,-2.81,-3.72,-1.39,2.76,11.89,11.21,15.57,13.29,6.43,3.24,-4.14,-5.02,3.94
TS,1993,61,23.125,-3.81,-4.69,-1.98,2.7,12.34,11.58,15.65,13.2,6,2.52,-5.32,-6.13,3.51
TS,1993,61,23.75,-4.46,-5.37,-2.29,2.78,12.77,12.08,15.92,13.47,6.13,2.21,-6.2,-6.8,3.35
TS,1993,61,24.375,-4.56,-5.41,-2.26,2.77,12.87,12.16,15.89,13.52,6.08,2.1,-6.48,-6.94,3.31
TS,1993,61,25,-4.55,-5.38,-2.3,2.56,12.51,11.85,15.54,13.3,5.74,1.98,-6.49,-6.93,3.15
TS,1993,61,25.625,-4.78,-5.55,-2.29,2.7,12.7,12.13,15.89,13.66,5.92,1.99,-6.81,-7.07,3.21
TS,1993,61,26.25,-5.11,-5.79,-2.3,2.82,12.91,12.37,16.24,13.99,6.09,2,-7.24,-7.26,3.23
TS,1993,61,26.875,-5.29,-5.94,-2.33,2.73,12.86,12.25,16.18,13.99,6.01,1.98,-7.45,-7.43,3.13
TS,1993,61,27.5,-5.59,-6.19,-2.41,2.73,13.11,12.43,16.32,14.29,6.23,1.94,-8.01,-7.75,3.09
TS,1993,61,28.125,-6.19,-6.83,-2.73,2.81,13.49,12.91,16.73,14.86,6.85,2.01,-8.81,-8.26,3.07
TS,1993,61,28.75,-6.6,-7.34,-3.17,2.73,13.32,12.74,16.52,14.54,6.44,1.83,-9.03,-8.8,2.76
TS,1993,61,29.375,-6.5,-7.23,-3.16,2.65,12.99,12.36,16.19,14.24,6.12,1.88,-9.04,-8.96,2.63
TS,1993,61.5,21.875,-1.61,-2.47,-0.77,2.38,10.07,10.59,15.09,13.53,7.5,4.41,-2.01,-3.51,4.43
TS,1993,61.5,22.5,-3.35,-4.09,-1.55,2.47,11.83,11.28,15.56,13.1,6.21,2.76,-4.82,-6.21,3.6
TS,1993,61.5,23.125,-4.31,-5.03,-1.96,2.63,12.63,11.95,16.01,13.28,6.11,2.11,-5.99,-7.27,3.35
TS,1993,61.5,23.75,-4.81,-5.5,-2.18,2.69,12.98,12.23,16.16,13.47,6.11,1.84,-6.68,-7.73,3.21
TS,1993,61.5,24.375,-5.25,-5.87,-2.39,2.73,13.25,12.46,16.32,13.73,6.19,1.69,-7.4,-8.03,3.12
TS,1993,61.5,25,-5.61,-6.2,-2.53,2.75,13.43,12.67,16.5,13.99,6.26,1.57,-8.03,-8.24,3.05
TS,1993,61.5,25.625,-5.95,-6.59,-2.48,2.84,13.6,12.89,16.7,14.29,6.37,1.46,-8.55,-8.41,3.01
TS,1993,61.5,26.25,-6.26,-6.92,-2.47,2.83,13.67,13.01,16.8,14.5,6.41,1.38,-8.99,-8.54,2.95
TS,1993,61.5,26.875,-6.42,-7.08,-2.53,2.69,13.47,12.84,16.66,14.49,6.27,1.4,-9.11,-8.69,2.83
TS,1993,61.5,27.5,-6.63,-7.29,-2.69,2.54,13.24,12.61,16.45,14.42,6.11,1.39,-9.19,-8.84,2.68
TS,1993,61.5,28.125,-7.21,-7.77,-2.87,2.62,13.69,12.94,16.74,14.85,6.5,1.28,-10.08,-9.26,2.62
TS,1993,61.5,28.75,-7.87,-8.25,-3.01,2.71,14.2,13.31,17.06,15.3,6.92,1.16,-11.05,-9.76,2.56
TS,1993,61.5,29.375,-7.8,-8.19,-3.07,2.57,13.74,12.94,16.77,14.99,6.59,1.19,-10.93,-9.86,2.41
TS,1993,62,21.875,-1.92,-2.73,-0.98,1.99,9.8,10.27,14.75,13.12,6.99,3.86,-2.2,-4.15,4.07
TS,1993,62,22.5,-3.63,-4.27,-1.78,2.02,11.12,10.69,15.04,12.64,5.8,2.28,-4.74,-6.81,3.2
TS,1993,62,23.125,-4.59,-5.13,-2.25,2.07,11.8,11.03,15.22,12.59,5.35,1.52,-6.01,-8.07,2.79
TS,1993,62,23.75,-5.08,-5.58,-2.43,2.16,12.17,11.41,15.48,12.84,5.41,1.35,-6.64,-8.45,2.72
TS,1993,62,24.375,-5.63,-6.15,-2.63,2.3,12.58,11.86,15.84,13.19,5.58,1.24,-7.4,-8.81,2.66
TS,1993,62,25,-6.05,-6.66,-2.7,2.48,12.98,12.29,16.29,13.69,5.88,1.13,-8.2,-9.08,2.67
TS,1993,62,25.625,-6.39,-7.13,-2.72,2.59,13.28,12.58,16.61,14.11,6.09,1.02,-8.79,-9.29,2.66
TS,1993,62,26.25,-6.65,-7.52,-2.82,2.42,13.12,12.43,16.45,14.12,5.88,0.95,-8.91,-9.27,2.52
TS,1993,62,26.875,-6.91,-7.87,-2.91,2.21,12.89,12.22,16.24,14.07,5.62,0.86,-9.08,-9.31,2.34
TS,1993,62,27.5,-7.18,-8.08,-3.05,2.12,12.79,12.14,16.13,14.08,5.56,0.83,-9.27,-9.44,2.22
TS,1993,62,28.125,-7.75,-8.39,-3.12,2.29,13.3,12.63,16.52,14.59,6.02,0.74,-10.14,-9.8,2.24
TS,1993,62,28.75,-8.45,-8.81,-3.17,2.45,13.94,13.22,17.04,15.23,6.57,0.61,-11.3,-10.31,2.25
TS,1993,62,29.375,-8.9,-9.02,-3.36,2.17,13.9,13.21,17.08,15.28,6.58,0.47,-11.85,-10.58,2.08
TS,1993,62.5,21.875,-2.57,-3.26,-1.33,1.79,9.61,9.96,14.53,12.58,6.21,3.05,-2.86,-5.53,3.51
TS,1993,62.5,22.5,-4.11,-4.63,-1.92,1.86,10.99,10.26,14.85,12.14,5.12,1.63,-5.09,-8.09,2.75
TS,1993,62.5,23.125,-4.62,-5.09,-2.2,1.87,11.24,10.49,14.99,12.31,4.97,1.35,-5.65,-8.48,2.6
TS,1993,62.5,23.75,-5.16,-5.65,-2.6,1.68,11.31,10.57,15.03,12.4,4.74,0.98,-6.29,-8.8,2.35
TS,1993,62.5,24.375,-5.81,-6.37,-2.96,1.73,11.63,10.95,15.29,12.68,4.89,0.83,-7.07,-9.18,2.22
TS,1993,62.5,25,-6.32,-6.73,-3.13,1.75,11.85,11.17,15.43,12.91,4.96,0.66,-7.72,-9.5,2.11
TS,1993,62.5,25.625,-6.59,-7.22,-3.22,1.76,11.96,11.26,15.56,13.16,4.98,0.6,-7.98,-9.61,2.06
TS,1993,62.5,26.25,-7.01,-8,-3.27,1.98,12.48,11.83,16.12,13.81,5.38,0.58,-8.58,-9.87,2.12
TS,1993,62.5,26.875,-7.45,-8.46,-3.35,2.03,12.76,12.17,16.4,14.22,5.59,0.49,-9.23,-10.09,2.09
TS,1993,62.5,27.5,-7.82,-8.78,-3.49,1.99,12.88,12.33,16.51,14.42,5.66,0.4,-9.73,-10.19,2.01
TS,1993,62.5,28.125,-8.41,-8.98,-3.58,1.77,13.06,12.52,16.64,14.61,5.85,0.26,-10.37,-10.38,1.92
TS,1993,62.5,28.75,-9.09,-9.18,-3.64,1.73,13.39,12.87,16.95,14.96,6.23,0.1,-11.19,-10.72,1.87
TS,1993,62.5,29.375,-9.6,-9.35,-3.81,1.66,13.43,12.94,17.07,15.08,6.38,-0.05,-11.71,-10.92,1.76
TS,1993,63,21.875,-2.7,-2.96,-0.98,2.06,9.69,10.01,14.67,12.6,6.17,3.11,-2.66,-6.18,3.57
TS,1993,63,22.5,-3.68,-3.94,-1.5,1.98,10.23,10.16,14.9,12.51,5.75,2.44,-3.76,-7.24,3.15
TS,1993,63,23.125,-4.91,-5.12,-2.12,1.98,11.04,10.54,15.24,12.51,5.17,1.49,-5.23,-8.77,2.65
TS,1993,63,23.75,-5.65,-6.09,-2.79,1.68,11.12,10.57,15.22,12.48,4.81,0.96,-6.1,-9.3,2.24
TS,1993,63,24.375,-6.18,-6.99,-3.39,1.33,11.02,10.47,15.11,12.41,4.51,0.54,-6.8,-9.61,1.87
TS,1993,63,25,-6.67,-7.49,-3.46,1.46,11.46,10.93,15.51,12.84,4.72,0.32,-7.57,-10.06,1.83
TS,1993,63,25.625,-7.23,-7.93,-3.34,1.78,12.2,11.73,16.24,13.61,5.23,0.16,-8.49,-10.58,1.95
TS,1993,63,26.25,-7.75,-8.38,-3.45,1.67,12.59,12.14,16.61,14.1,5.51,0.05,-9.16,-10.88,1.92
TS,1993,63,26.875,-8.21,-8.72,-3.72,1.11,12.58,12.1,16.54,14.21,5.49,-0.01,-9.52,-10.87,1.75
TS,1993,63,27.5,-8.74,-9.06,-3.88,0.65,12.74,12.25,16.63,14.42,5.59,-0.11,-9.99,-10.89,1.63
TS,1993,63,28.125,-9.22,-9.2,-4.05,0.27,12.57,12.19,16.53,14.36,5.56,-0.32,-10.47,-11,1.44
TS,1993,63,28.75,-9.62,-9.33,-4.23,-0.15,12.31,12.11,16.47,14.31,5.5,-0.61,-11.04,-11.18,1.21
TS,1993,63,29.375,-9.88,-9.45,-4.46,-0.66,12.05,11.93,16.36,14.2,5.37,-0.79,-11.43,-11.3,1
TS,1993,63.5,21.875,-1.93,-3.09,-1.69,0.17,5.82,8.47,13.82,13.15,8.95,5.92,1.34,-1.57,4.11
TS,1993,63.5,22.5,-2.74,-3.28,-1.5,1.07,7.89,9.2,14.46,12.81,7.26,4.21,-1.06,-4.28,3.67
TS,1993,63.5,23.125,-3.96,-4.34,-2.01,1.28,9.14,9.66,14.82,12.61,6.07,2.76,-3.07,-6.54,3.03
TS,1993,63.5,23.75,-5.3,-5.53,-2.68,1.29,10.03,9.91,15.04,12.38,4.93,1.27,-5.09,-8.77,2.29
TS,1993,63.5,24.375,-6.24,-6.55,-3.15,1.29,10.57,10.13,15.2,12.34,4.34,0.35,-6.48,-10.12,1.81
TS,1993,63.5,25,-6.78,-7.4,-3.45,1.21,10.83,10.39,15.33,12.57,4.37,0.12,-7.11,-10.5,1.63
TS,1993,63.5,25.625,-7.34,-7.89,-3.7,0.99,11.04,10.58,15.44,12.79,4.41,-0.09,-7.72,-10.87,1.47
TS,1993,63.5,26.25,-7.97,-8.19,-4.02,0.3,11.21,10.76,15.58,13.04,4.48,-0.25,-8.29,-11.15,1.29
TS,1993,63.5,26.875,-8.54,-8.59,-4.43,-0.91,11.14,10.77,15.56,13.08,4.42,-0.64,-8.83,-11.27,0.98
TS,1993,63.5,27.5,-8.91,-8.91,-4.6,-1.65,10.88,10.65,15.43,13.05,4.31,-0.96,-9.29,-11.24,0.73
TS,1993,63.5,28.125,-9.29,-9.15,-4.86,-2.54,10.3,10.34,15.12,12.83,4.02,-1.31,-9.71,-11.28,0.37
TS,1993,63.5,28.75,-9.68,-9.32,-4.98,-2.6,10.18,10.49,15.24,12.93,4.08,-1.51,-10.5,-11.48,0.24
TS,1993,63.5,29.375,-10.02,-9.43,-5.04,-2.45,10.26,10.76,15.49,13.13,4.24,-1.69,-11.37,-11.66,0.19
TS,1993,64,21.875,-1.46,-3.52,-2.78,-1.86,3.46,7.12,13.06,13.31,9.94,6.9,3.14,0.71,4
TS,1993,64,22.5,-1.57,-3.58,-2.84,-1.57,4.24,7.32,13.29,13.15,9.23,6.4,2.31,-0.23,3.85
TS,1993,64,23.125,-2.54,-3.77,-2.54,-0.38,6.16,8.21,13.88,12.74,7.58,4.78,0.3,-2.9,3.46
TS,1993,64,23.75,-3.63,-4.36,-2.48,0.45,7.56,8.84,14.28,12.44,6.23,3.29,-1.63,-5.35,2.97
TS,1993,64,24.375,-5.17,-5.88,-2.98,0.74,8.73,9.22,14.6,12.28,5.03,1.58,-4.02,-7.99,2.18
TS,1993,64,25,-6.81,-7.36,-3.53,0.92,9.99,9.67,15.01,12.21,3.97,-0.16,-6.55,-10.7,1.39
TS,1993,64,25.625,-7.41,-7.76,-3.95,0.11,10.09,9.75,15.04,12.3,3.93,-0.56,-7.16,-11.06,1.11
TS,1993,64,26.25,-8.05,-8.32,-4.45,-1.29,10.05,9.67,15,12.28,3.81,-1.04,-7.72,-11.29,0.72
TS,1993,64,26.875,-8.67,-8.78,-4.77,-2.11,10.12,9.9,15.12,12.48,3.86,-1.41,-8.43,-11.48,0.49
TS,1993,64,27.5,-9.2,-9.15,-4.96,-2.55,10.02,10.12,15.15,12.63,3.87,-1.66,-9.26,-11.67,0.28
TS,1993,64,28.125,-9.57,-9.37,-5.18,-3.12,9.51,9.98,14.94,12.46,3.66,-1.88,-9.96,-11.79,-0.03
TS,1993,64,28.75,-9.87,-9.46,-5.38,-3.38,9.02,9.88,14.82,12.31,3.45,-2.1,-10.56,-11.96,-0.27
TS,1993,64,29.375,-10.14,-9.6,-5.6,-3.37,8.78,9.95,14.88,12.34,3.4,-2.29,-11.02,-12.16,-0.4
TS,1993,64.5,21.875,-2.23,-3.56,-3.34,-2.35,3.43,7.16,13.02,13.27,9.34,5.78,2.3,-0.2,3.55
TS,1993,64.5,22.5,-1.2,-3.13,-3.79,-3.02,2.46,6.43,12.65,13.13,9.71,6.74,3.58,1.33,3.74
TS,1993,64.5,23.125,-1.38,-3.39,-3.91,-2.75,2.75,6.56,12.74,12.85,9.12,6.48,3.41,0.71,3.6
TS,1993,64.5,23.75,-2.77,-4.26,-3.6,-1.62,4.58,7.62,13.35,12.62,7.65,4.89,1.31,-2.21,3.13
TS,1993,64.5,24.375,-4.32,-5.38,-3.47,-0.7,6.52,8.61,13.96,12.4,6.16,3.16,-1.04,-5.22,2.56
TS,1993,64.5,25,-5.9,-6.56,-3.89,-0.31,7.9,9.06,14.4,12.31,5.07,1.31,-3.74,-8.13,1.79
TS,1993,64.5,25.625,-7.36,-7.59,-4.25,0.06,9.23,9.48,14.86,12.21,4.07,-0.43,-6.38,-10.7,1.1
TS,1993,64.5,26.25,-8.47,-8.54,-4.64,-0.39,10,10.04,15.37,12.54,3.96,-1.31,-7.92,-11.68,0.75
TS,1993,64.5,26.875,-9.54,-9.4,-4.86,-0.77,10.88,11.14,16.24,13.53,4.61,-1.8,-9.2,-12.22,0.72
TS,1993,64.5,27.5,-10.03,-9.76,-5.2,-1.87,10.25,11.03,15.98,13.34,4.3,-2.18,-9.87,-12.42,0.3
TS,1993,64.5,28.125,-9.98,-9.7,-5.58,-3.05,8.88,10.09,14.99,12.33,3.41,-2.32,-10.06,-12.3,-0.27
TS,1993,64.5,28.75,-10.02,-9.69,-5.84,-3.65,8.22,9.7,14.52,11.82,2.93,-2.44,-10.46,-12.39,-0.61
TS,1993,64.5,29.375,-10.28,-9.85,-5.97,-3.57,8.04,9.79,14.63,11.95,2.98,-2.56,-10.82,-12.57,-0.69
TS,1993,65,21.875,-3.68,-4.08,-3.59,-2.01,4.04,7.72,13.09,13.13,8.52,4.32,1.06,-2.06,3.04
TS,1993,65,22.5,-2.17,-3.54,-4.02,-3.14,2.32,6.89,12.47,13.53,9.68,6.19,3.23,0.16,3.47
TS,1993,65,23.125,-2.21,-4.09,-4.52,-3.36,1.91,6.79,12.45,13.23,9.42,6.35,3.65,0.1,3.31
TS,1993,65,23.75,-2.53,-4.97,-5.02,-3.59,1.51,6.82,12.34,12.98,9.19,6.43,3.8,-0.62,3.03
TS,1993,65,24.375,-3.89,-5.79,-4.7,-2.64,3.43,7.77,12.86,12.81,7.85,4.83,1.46,-3.68,2.53
TS,1993,65,25,-4.97,-6.24,-4.25,-1.67,5.39,8.61,13.44,12.64,6.52,3.19,-0.82,-6.22,2.14
TS,1993,65,25.625,-6.65,-7.33,-4.52,-1.43,7.34,9.21,14.2,12.34,5.03,0.97,-3.95,-8.9,1.36
TS,1993,65,26.25,-8.27,-8.59,-5.11,-1.94,8.54,9.52,14.7,12.06,3.91,-0.88,-6.72,-10.92,0.52
TS,1993,65,26.875,-9.3,-9.42,-5.55,-2.86,8.9,9.65,14.83,11.87,3.27,-1.96,-8.49,-11.87,-0.08
TS,1993,65,27.5,-9.78,-9.7,-5.92,-3.62,8.02,9.46,14.52,11.63,2.88,-2.38,-9.1,-12.12,-0.51
TS,1993,65,28.125,-10.18,-9.93,-6.22,-3.64,7.44,9.44,14.42,11.59,2.7,-2.78,-9.69,-12.45,-0.77
TS,1993,65,28.75,-10.43,-10.08,-6.36,-3.61,7.35,9.55,14.47,11.68,2.72,-2.94,-10.18,-12.7,-0.88
TS,1993,65,29.375,-10.55,-10.13,-6.43,-3.65,7.08,9.54,14.44,11.69,2.69,-2.93,-10.41,-12.87,-0.96
TS,1993,65.5,21.875,-6.35,-5.28,-3.24,-0.22,6.78,9.43,14.4,12.65,6.43,1.3,-2.11,-6.34,2.29
TS,1993,65.5,22.5,-5.2,-5.33,-4.25,-1.82,4.65,8.65,13.6,13.17,7.82,3.44,0.18,-4.7,2.52
TS,1993,65.5,23.125,-4.25,-5.56,-5.31,-3.49,2.43,7.97,12.73,13.62,9.17,5.58,2.38,-3.4,2.66
TS,1993,65.5,23.75,-4.65,-6.18,-5.41,-3.41,2.8,7.99,12.76,13.15,8.36,4.81,1.86,-4.42,2.31
TS,1993,65.5,24.375,-5.03,-6.72,-5.43,-3.35,3.35,8.08,12.83,12.8,7.6,4.12,1.12,-5.49,1.99
TS,1993,65.5,25,-6.06,-7.38,-5.36,-3.06,5.01,8.59,13.41,12.5,6.31,2.52,-1.06,-7.53,1.49
TS,1993,65.5,25.625,-7.77,-8.43,-5.51,-2.89,7.23,9.27,14.32,12.09,4.57,0.04,-4.44,-10.32,0.68
TS,1993,65.5,26.25,-9.04,-9.31,-5.92,-3.11,7.99,9.44,14.73,11.73,3.4,-1.66,-7.01,-11.92,-0.06
TS,1993,65.5,26.875,-9.6,-9.73,-6.29,-3.56,7.46,9.25,14.57,11.52,2.99,-2.29,-8.14,-12.19,-0.5
TS,1993,65.5,27.5,-10.05,-10.01,-6.62,-3.83,6.78,9.05,14.38,11.32,2.63,-2.81,-9,-12.45,-0.88
TS,1993,65.5,28.125,-10.44,-10.22,-6.8,-3.79,6.61,9.15,14.4,11.38,2.57,-3.2,-9.63,-12.75,-1.06
TS,1993,65.5,28.75,-10.72,-10.34,-6.88,-3.77,6.66,9.27,14.43,11.46,2.54,-3.45,-10.11,-13,-1.16
TS,1993,65.5,29.375,-10.85,-10.31,-6.89,-3.89,6.48,9.16,14.28,11.35,2.36,-3.55,-10.46,-13.13,-1.29
TS,1993,66,21.875,-9.4,-7.68,-5.17,-1.84,7.59,9.59,14.82,11.77,4.54,-1.37,-5.34,-10.55,0.58
TS,1993,66,22.5,-9.08,-7.73,-5.08,-1.77,7.78,9.79,15.11,12.04,4.71,-1.18,-4.71,-10.26,0.8
TS,1993,66,23.125,-8.44,-7.7,-5.52,-2.59,6.89,9.37,14.63,12.01,4.93,-0.56,-3.51,-9.7,0.82
TS,1993,66,23.75,-7.81,-7.45,-5.43,-2.42,6.7,9.27,14.46,11.94,4.79,-0.45,-2.64,-9.41,0.96
TS,1993,66,24.375,-7.78,-7.91,-5.72,-2.75,6.43,9.14,14.33,11.92,4.68,-0.41,-2.95,-9.69,0.77
TS,1993,66,25,-8.34,-8.76,-6.19,-3.35,6.46,9.03,14.28,11.76,4.23,-0.85,-4.2,-10.5,0.3
TS,1993,66,25.625,-9.11,-9.57,-6.62,-3.79,6.8,9,14.34,11.47,3.44,-1.78,-5.82,-11.47,-0.26
TS,1993,66,26.25,-9.8,-10.06,-6.88,-3.91,6.82,9.01,14.51,11.31,2.88,-2.62,-7.38,-12.27,-0.7
TS,1993,66,26.875,-10.15,-10.32,-7.03,-3.93,6.43,8.94,14.51,11.29,2.75,-2.97,-8.26,-12.57,-0.94
TS,1993,66,27.5,-10.52,-10.56,-7.21,-3.92,6.14,8.94,14.51,11.3,2.67,-3.38,-8.99,-12.86,-1.16
TS,1993,66,28.125,-10.92,-10.74,-7.39,-3.82,6.07,9.1,14.58,11.39,2.64,-3.83,-9.62,-13.18,-1.31
TS,1993,66,28.75,-11.09,-10.75,-7.48,-3.89,6,9.12,14.52,11.34,2.48,-4.03,-10.01,-13.35,-1.43
TS,1993,66,29.375,-11.15,-10.74,-7.43,-3.98,5.94,9.1,14.45,11.31,2.37,-3.99,-10.25,-13.4,-1.48
TS,1993,66.5,21.875,-10.59,-9.18,-6.71,-3.87,6.35,8.59,14.15,10.63,3.16,-2.76,-7.56,-12.58,-0.86
TS,1993,66.5,22.5,-10.42,-9.3,-6.61,-3.66,6.81,8.93,14.56,11,3.38,-2.69,-6.91,-12.51,-0.62
TS,1993,66.5,23.125,-10.35,-9.57,-6.64,-3.5,6.93,9.19,14.86,11.28,3.52,-2.73,-6.51,-12.53,-0.5
