PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TS,2009,63.5,28.125,-13.19,-12.49,-6.69,-0.52,9.86,12.79,15.67,14.5,10.6,-0.77,-3.65,-13.01,1.09
TS,2009,63.5,28.75,-13.51,-12.73,-6.8,-0.8,9.92,12.85,15.84,14.67,10.66,-0.8,-3.94,-13.53,0.99
TS,2009,63.5,29.375,-13.76,-12.94,-6.89,-0.92,10.08,13.04,16.14,14.96,10.8,-0.76,-4.25,-14.03,0.96
TS,2009,64,21.875,-0.14,-6.69,-4.76,-0.93,3.91,8.57,13.95,16,12.04,5.92,4.04,1.61,4.46
TS,2009,64,22.5,-0.79,-6.88,-4.96,-0.69,4.41,8.94,14.14,15.9,12.05,5.49,3.58,0.5,4.31
TS,2009,64,23.125,-2.77,-7.75,-5.23,0.1,6.08,10.23,14.56,15.59,11.92,4.13,2.3,-2.42,3.89
TS,2009,64,23.75,-4.87,-8.66,-5.52,0.51,7.28,11.18,14.82,15.23,11.61,2.75,1.03,-5.09,3.36
TS,2009,64,24.375,-7.53,-9.7,-5.7,0.59,8.19,11.8,14.86,14.7,10.96,1.06,-0.55,-8.03,2.55
TS,2009,64,25,-10.34,-10.79,-5.78,0.68,9.25,12.5,14.98,14.22,10.36,-0.63,-2.16,-11.1,1.77
TS,2009,64,25.625,-11.24,-11.15,-6.08,0.29,9.39,12.58,15.09,14.28,10.36,-0.75,-2.58,-11.62,1.55
TS,2009,64,26.25,-11.9,-11.42,-6.37,-0.22,9.41,12.51,15.05,14.23,10.28,-0.91,-2.95,-11.9,1.32
TS,2009,64,26.875,-12.51,-11.9,-6.63,-0.49,9.58,12.63,15.28,14.41,10.34,-1.03,-3.29,-12.37,1.17
TS,2009,64,27.5,-13.1,-12.41,-6.89,-0.75,9.64,12.7,15.45,14.57,10.39,-1.15,-3.6,-13.02,0.99
TS,2009,64,28.125,-13.47,-12.73,-7.08,-1.26,9.41,12.44,15.29,14.4,10.26,-1.27,-3.81,-13.54,0.72
TS,2009,64,28.75,-13.69,-12.87,-7.19,-1.76,9.22,12.21,15.2,14.29,10.15,-1.32,-4,-13.93,0.53
TS,2009,64,29.375,-13.9,-13.02,-7.29,-2.1,9.23,12.19,15.32,14.37,10.13,-1.33,-4.31,-14.09,0.43
TS,2009,64.5,21.875,-0.67,-7.63,-5.89,-1.51,4.21,8.66,13.92,15.61,11.59,5.77,3.75,0.91,4.06
TS,2009,64.5,22.5,0.36,-6.68,-6.07,-2.23,2.96,7.8,13.65,16,12.05,6.75,4.47,2.35,4.28
TS,2009,64.5,23.125,-0.35,-6.87,-6.14,-2.26,2.94,8.02,13.72,16.1,12.29,6.54,4.22,1.61,4.15
TS,2009,64.5,23.75,-2.73,-8.07,-6.24,-1.45,4.64,9.49,14.28,15.73,12.09,4.94,2.8,-1.55,3.66
TS,2009,64.5,24.375,-5.26,-9.22,-6.32,-0.63,6.48,11.01,14.83,15.31,11.74,3.1,1.2,-4.91,3.11
TS,2009,64.5,25,-8.25,-10.35,-6.37,-0.54,7.67,11.71,14.92,14.79,11.08,1.24,-0.51,-8.21,2.26
TS,2009,64.5,25.625,-10.94,-11.29,-6.39,-0.46,8.81,12.29,14.94,14.33,10.43,-0.59,-2.09,-11.05,1.5
TS,2009,64.5,26.25,-12.26,-11.83,-6.61,-0.44,9.5,12.8,15.35,14.63,10.41,-1.31,-2.96,-12.24,1.25
TS,2009,64.5,26.875,-13.27,-12.44,-6.98,-0.14,10.34,13.72,16.42,15.77,10.95,-1.47,-3.67,-13.21,1.34
TS,2009,64.5,27.5,-13.8,-12.77,-7.26,-0.78,10.15,13.49,16.24,15.6,10.78,-1.76,-4.11,-13.82,1
TS,2009,64.5,28.125,-13.74,-12.83,-7.42,-1.82,9.26,12.47,15.22,14.5,10.13,-1.94,-4.16,-13.78,0.49
TS,2009,64.5,28.75,-13.75,-12.96,-7.57,-2.36,8.81,11.94,14.76,13.95,9.81,-2.01,-4.33,-13.82,0.21
TS,2009,64.5,29.375,-13.89,-13.13,-7.64,-2.58,8.88,11.97,14.95,14.12,9.85,-1.93,-4.65,-13.89,0.17
TS,2009,65,21.875,-2.7,-9.63,-6.56,-1.97,4.82,9.28,14.22,15.38,11.27,4.98,2.62,-1.33,3.37
TS,2009,65,22.5,-0.58,-8.59,-6.58,-2.99,2.97,7.88,13.91,15.78,11.95,6.93,4.36,1.69,3.89
TS,2009,65,23.125,-0.91,-8.38,-6.73,-3.29,2.33,7.84,13.87,16.09,12.4,7.16,4.46,1.7,3.88
TS,2009,65,23.75,-1.66,-8.32,-6.86,-3.49,1.97,8.13,14.02,16.37,12.87,7.27,4.43,1.38,3.84
TS,2009,65,24.375,-4.22,-9.4,-6.92,-2.6,3.98,9.7,14.59,16.02,12.49,5.35,2.77,-2.01,3.31
TS,2009,65,25,-6.6,-10.29,-6.96,-1.74,5.94,11.03,14.98,15.63,11.92,3.34,1.07,-5.3,2.75
TS,2009,65,25.625,-9.36,-11.06,-6.92,-1.37,7.58,11.81,14.98,14.97,11,0.89,-0.89,-8.76,1.91
TS,2009,65,26.25,-11.65,-11.69,-6.9,-1.49,8.54,12.14,14.86,14.4,10.26,-1.02,-2.44,-11.29,1.14
TS,2009,65,26.875,-13.02,-12.13,-7,-1.83,8.92,12.22,14.77,14.1,9.85,-2.11,-3.4,-12.69,0.64
TS,2009,65,27.5,-13.46,-12.44,-7.33,-2.53,8.68,11.93,14.52,13.89,9.64,-2.45,-3.89,-13.22,0.28
TS,2009,65,28.125,-13.7,-12.72,-7.69,-2.88,8.6,11.81,14.5,13.9,9.56,-2.68,-4.4,-13.52,0.06
TS,2009,65,28.75,-13.78,-12.94,-7.88,-2.94,8.64,11.83,14.66,14.02,9.59,-2.65,-4.78,-13.62,0.01
TS,2009,65,29.375,-13.76,-13.1,-7.91,-3.13,8.6,11.76,14.7,14.04,9.58,-2.52,-5.07,-13.61,-0.03
TS,2009,65.5,21.875,-7.28,-12.48,-6.98,-0.94,7.47,11.97,15.25,15.42,10.84,2,-0.23,-7.15,2.32
TS,2009,65.5,22.5,-5.13,-11.61,-7.19,-2.21,5.39,10.55,15.02,15.89,11.68,4.18,1.66,-3.88,2.86
TS,2009,65.5,23.125,-3.17,-10.96,-7.56,-3.53,3.3,9.34,14.87,16.39,12.65,6.35,3.49,-0.66,3.38
TS,2009,65.5,23.75,-4.4,-10.74,-7.4,-3.3,3.74,9.73,14.81,16.21,12.54,5.58,2.84,-1.93,3.14
TS,2009,65.5,24.375,-5.48,-10.58,-7.32,-3.05,4.32,10.13,14.8,16.01,12.34,4.71,2.14,-3.18,2.9
TS,2009,65.5,25,-7.47,-10.94,-7.29,-2.53,5.8,10.92,14.87,15.53,11.65,2.76,0.6,-5.97,2.33
TS,2009,65.5,25.625,-10.47,-11.62,-7.22,-2.07,7.68,11.78,14.82,14.75,10.55,0,-1.61,-10.02,1.38
TS,2009,65.5,26.25,-12.48,-12.09,-7.25,-2.14,8.53,12,14.64,14.1,9.74,-1.83,-3.14,-12.35,0.64
TS,2009,65.5,26.875,-13.05,-12.39,-7.42,-2.6,8.48,11.77,14.48,13.83,9.43,-2.43,-3.75,-12.69,0.31
TS,2009,65.5,27.5,-13.44,-12.66,-7.62,-3.12,8.38,11.51,14.3,13.62,9.16,-2.87,-4.27,-12.98,0
TS,2009,65.5,28.125,-13.62,-12.91,-7.95,-3.27,8.38,11.5,14.37,13.76,9.17,-3.07,-4.75,-13.2,-0.13
TS,2009,65.5,28.75,-13.66,-13.07,-8.25,-3.31,8.35,11.5,14.45,13.91,9.26,-3.13,-5.16,-13.27,-0.2
TS,2009,65.5,29.375,-13.58,-13.14,-8.42,-3.51,8.17,11.27,14.3,13.82,9.23,-3.13,-5.45,-13.19,-0.3
TS,2009,66,21.875,-10.99,-14.06,-7.57,-1.52,8.37,12.31,14.94,14.66,9.61,-0.69,-3.19,-12.2,0.81
TS,2009,66,22.5,-11.07,-13.94,-7.4,-1.43,8.53,12.6,15.2,14.97,9.89,-0.46,-2.86,-11.98,1
TS,2009,66,23.125,-10.26,-13.24,-7.39,-1.91,7.76,11.96,14.91,14.92,10.16,0.19,-2.08,-10.57,1.2
TS,2009,66,23.75,-9.88,-12.58,-7.2,-1.81,7.71,11.84,14.79,14.83,10.34,0.28,-1.57,-9.81,1.41
TS,2009,66,24.375,-10.04,-12.19,-7.29,-2.1,7.57,11.64,14.71,14.77,10.35,0.17,-1.58,-9.66,1.36
TS,2009,66,25,-10.88,-12.17,-7.47,-2.53,7.62,11.51,14.54,14.48,10.06,-0.44,-2.26,-10.48,1
TS,2009,66,25.625,-12.12,-12.3,-7.58,-2.87,7.92,11.45,14.28,13.96,9.53,-1.48,-3.28,-11.85,0.47
TS,2009,66,26.25,-13.07,-12.6,-7.69,-2.96,8.24,11.49,14.22,13.67,9.15,-2.54,-4.07,-12.73,0.09
TS,2009,66,26.875,-13.37,-12.87,-7.92,-3.1,8.21,11.42,14.22,13.68,9.05,-3.09,-4.46,-12.82,-0.09
TS,2009,66,27.5,-13.61,-13.15,-8.23,-3.29,8.17,11.37,14.23,13.76,8.99,-3.46,-4.89,-13,-0.26
TS,2009,66,28.125,-13.75,-13.38,-8.56,-3.4,8.19,11.41,14.35,13.94,9.02,-3.64,-5.35,-13.18,-0.36
TS,2009,66,28.75,-13.7,-13.39,-8.76,-3.55,8.05,11.32,14.35,13.91,9.05,-3.65,-5.67,-13.19,-0.44
TS,2009,66,29.375,-13.61,-13.38,-8.82,-3.69,7.92,11.21,14.27,13.87,9.12,-3.57,-5.93,-13.13,-0.48
TS,2009,66.5,21.875,-12.52,-14.25,-8.14,-2.91,7.84,11.16,13.75,13.56,8.32,-2.33,-4.92,-14.25,-0.39
TS,2009,66.5,22.5,-12.7,-14.21,-7.97,-2.69,8.18,11.56,14.11,13.9,8.62,-2.14,-4.71,-14.21,-0.19
TS,2009,66.5,23.125,-13,-14.1,-7.91,-2.71,8.42,11.85,14.39,14.16,8.89,-2.08,-4.58,-14.15,-0.07
TS,2009,66.5,23.75,-13.08,-13.69,-7.86,-2.81,8.48,11.84,14.44,14.21,9.04,-2.1,-4.35,-13.83,0.02
TS,2009,66.5,24.375,-13.09,-13.22,-7.79,-2.84,8.49,11.73,14.36,14.1,9.03,-2.31,-4.22,-13.52,0.06
TS,2009,66.5,25,-13.03,-12.84,-7.76,-2.92,8.47,11.63,14.28,14.03,9.02,-2.57,-4.25,-13.16,0.08
TS,2009,66.5,25.625,-13.16,-12.82,-7.88,-3.16,8.31,11.43,14.11,13.85,8.93,-2.93,-4.55,-13.06,-0.08
TS,2009,66.5,26.25,-13.33,-12.88,-8.01,-3.28,8.22,11.28,14.01,13.73,8.87,-3.32,-4.8,-12.95,-0.21
TS,2009,66.5,26.875,-13.54,-13.07,-8.21,-3.43,8.06,11.15,13.97,13.72,8.84,-3.57,-5.12,-12.95,-0.35
TS,2009,66.5,27.5,-13.66,-13.28,-8.47,-3.68,7.81,10.95,13.89,13.64,8.76,-3.82,-5.44,-13.06,-0.53
TS,2009,66.5,28.125,-13.63,-13.41,-8.71,-3.97,7.51,10.68,13.75,13.41,8.66,-4.06,-5.65,-13.14,-0.71
TS,2009,66.5,28.75,-13.57,-13.44,-8.91,-4.11,7.31,10.56,13.7,13.33,8.66,-4.06,-5.95,-13.12,-0.8
TS,2009,66.5,29.375,-13.53,-13.43,-9.06,-4.11,7.19,10.6,13.69,13.37,8.72,-3.91,-6.3,-13.02,-0.82
TS,2009,67,21.875,-12.86,-14.44,-8.56,-3.29,7.45,10.58,13.2,13.13,7.65,-2.9,-5.96,-14.7,-0.89
TS,2009,67,22.5,-12.94,-14.4,-8.39,-3.09,7.77,10.91,13.51,13.5,8.02,-2.68,-5.46,-14.7,-0.66
TS,2009,67,23.125,-13.26,-14.3,-8.41,-3.27,7.84,11.05,13.65,13.64,8.23,-2.67,-5.24,-14.6,-0.61
TS,2009,67,23.75,-13.47,-14.04,-8.37,-3.47,7.87,11.08,13.68,13.65,8.31,-2.79,-5.11,-14.39,-0.59
TS,2009,67,24.375,-13.51,-13.63,-8.22,-3.61,7.9,11.03,13.63,13.61,8.34,-2.99,-4.97,-14.07,-0.54
TS,2009,67,25,-13.49,-13.4,-8.25,-3.68,7.86,10.97,13.6,13.6,8.35,-3.24,-5.2,-13.72,-0.55
TS,2009,67,25.625,-13.52,-13.29,-8.35,-3.8,7.71,10.82,13.51,13.53,8.33,-3.51,-5.54,-13.47,-0.63
TS,2009,67,26.25,-13.65,-13.34,-8.48,-3.91,7.53,10.65,13.43,13.47,8.32,-3.73,-5.87,-13.32,-0.74
TS,2009,67,26.875,-13.83,-13.41,-8.58,-3.96,7.49,10.62,13.5,13.57,8.39,-3.86,-6.06,-13.24,-0.78
TS,2009,67,27.5,-13.81,-13.39,-8.7,-4.06,7.4,10.59,13.51,13.55,8.4,-3.85,-6.1,-13.11,-0.8
TS,2009,67,28.125,-13.65,-13.44,-8.94,-4.32,6.99,10.28,13.26,13.22,8.22,-3.92,-6.24,-13.08,-0.97
TS,2009,67,28.75,-13.52,-13.5,-9.17,-4.53,6.48,9.93,12.96,12.9,8.04,-4,-6.46,-13.04,-1.16
TS,2009,67,29.375,-13.46,-13.57,-9.33,-4.64,5.89,9.6,12.65,12.66,7.88,-4.09,-6.69,-12.97,-1.34
TS,2009,67.5,21.875,-13.28,-14.92,-9.35,-3.61,7.01,10.08,12.68,12.85,7.07,-3.32,-6.91,-15.18,-1.41
TS,2009,67.5,22.5,-13.46,-14.9,-9.27,-3.67,7.08,10.25,12.84,13.03,7.33,-3.2,-6.52,-15.14,-1.3
TS,2009,67.5,23.125,-13.66,-14.83,-9.15,-3.86,6.97,10.28,12.93,13.13,7.51,-3.19,-6.21,-14.92,-1.25
TS,2009,67.5,23.75,-13.8,-14.64,-8.98,-3.98,6.92,10.33,12.98,13.22,7.61,-3.27,-6.06,-14.61,-1.19
TS,2009,67.5,24.375,-13.79,-14.23,-8.79,-4.06,6.99,10.31,12.96,13.22,7.65,-3.43,-5.98,-14.21,-1.11
TS,2009,67.5,25,-13.78,-13.87,-8.66,-4.15,7.09,10.3,12.92,13.22,7.7,-3.55,-5.89,-13.86,-1.04
TS,2009,67.5,25.625,-13.69,-13.72,-8.67,-4.24,6.92,10.16,12.82,13.14,7.68,-3.66,-6.05,-13.61,-1.08
TS,2009,67.5,26.25,-13.67,-13.66,-8.74,-4.31,6.82,10.04,12.77,13.07,7.67,-3.74,-6.27,-13.44,-1.12
TS,2009,67.5,26.875,-13.71,-13.57,-8.78,-4.35,6.92,10.02,12.79,13.05,7.7,-3.75,-6.34,-13.3,-1.11
TS,2009,67.5,27.5,-13.69,-13.61,-8.97,-4.46,6.74,9.96,12.8,13.03,7.7,-3.76,-6.46,-13.22,-1.16
TS,2009,67.5,28.125,-13.6,-13.67,-9.19,-4.6,6.24,9.74,12.64,12.91,7.61,-3.77,-6.62,-13.14,-1.29
TS,2009,67.5,28.75,-13.4,-13.63,-9.32,-4.78,5.54,9.34,12.25,12.59,7.39,-3.75,-6.7,-12.99,-1.46
TS,2009,67.5,29.375,-13.39,-13.71,-9.43,-4.86,4.89,9.01,11.91,12.36,7.21,-3.87,-6.89,-12.9,-1.64
TS,2009,68,21.875,-14.05,-15.85,-10.15,-4.46,5.67,9.49,12.3,12.46,6.19,-4.09,-7.79,-15.56,-2.15
TS,2009,68,22.5,-13.77,-15.53,-9.89,-4.43,5.8,9.37,12.18,12.42,6.46,-3.83,-7.35,-15.27,-1.99
TS,2009,68,23.125,-13.7,-15.28,-9.67,-4.39,6.02,9.49,12.29,12.58,6.71,-3.68,-7.05,-15.01,-1.81
TS,2009,68,23.75,-13.86,-15.09,-9.56,-4.43,6.09,9.7,12.44,12.79,6.83,-3.76,-7.03,-14.81,-1.72
TS,2009,68,24.375,-13.73,-14.72,-9.31,-4.43,6.15,9.6,12.31,12.79,6.99,-3.74,-6.91,-14.4,-1.62
TS,2009,68,25,-13.56,-14.38,-9.14,-4.49,6.09,9.45,12.15,12.72,7.05,-3.76,-6.82,-14.02,-1.56
TS,2009,68,25.625,-13.5,-14.21,-9.09,-4.56,5.94,9.4,12.15,12.74,7.03,-3.8,-6.8,-13.74,-1.54
TS,2009,68,26.25,-13.43,-14.09,-9.04,-4.54,5.86,9.42,12.24,12.84,7.09,-3.79,-6.74,-13.48,-1.47
TS,2009,68,26.875,-13.57,-14.14,-9.18,-4.49,6.03,9.55,12.47,13.03,7.25,-3.78,-6.84,-13.43,-1.43
TS,2009,68,27.5,-13.79,-14.3,-9.42,-4.43,6.11,9.71,12.73,13.29,7.42,-3.8,-7.06,-13.46,-1.42
TS,2009,68,28.125,-13.8,-14.37,-9.55,-4.45,5.9,9.64,12.68,13.25,7.46,-3.74,-7.15,-13.38,-1.46
TS,2009,68,28.75,-13.44,-14.18,-9.5,-4.62,5.47,9.22,12.21,12.77,7.26,-3.57,-7.01,-13.1,-1.54
TS,2009,68,29.375,-13.26,-14.08,-9.52,-4.64,5.55,9.12,12.08,12.62,7.25,-3.41,-6.99,-12.91,-1.52
TS,2009,68.5,21.875,-13.97,-16.04,-10.57,-4.97,4.7,8.48,11.57,11.72,5.41,-4.29,-8.23,-15.73,-2.66
TS,2009,68.5,22.5,-13.76,-15.81,-10.27,-4.76,5.25,8.75,11.79,11.98,5.81,-3.93,-7.74,-15.51,-2.35
TS,2009,68.5,23.125,-14.1,-15.86,-10.35,-4.82,5.51,9.37,12.3,12.47,5.99,-4.02,-7.78,-15.59,-2.24
TS,2009,68.5,23.75,-14.61,-16.09,-10.53,-4.98,5.36,9.8,12.63,12.79,5.97,-4.4,-8.08,-15.76,-2.33
TS,2009,68.5,24.375,-14.29,-15.68,-10.19,-4.97,5.27,9.36,12.23,12.52,6.07,-4.31,-7.85,-15.22,-2.25
TS,2009,68.5,25,-14,-15.29,-9.9,-5.01,5.37,9.07,11.99,12.38,6.21,-4.12,-7.61,-14.69,-2.13
TS,2009,68.5,25.625,-13.86,-15.03,-9.73,-5.09,5.61,9.06,12.03,12.43,6.35,-3.91,-7.43,-14.26,-1.99
TS,2009,68.5,26.25,-13.55,-14.85,-9.53,-4.83,5.78,9.16,12.18,12.67,6.66,-3.74,-7.22,-13.93,-1.77
TS,2009,68.5,26.875,-13.3,-14.73,-9.34,-4.57,6.01,9.31,12.38,12.96,7,-3.53,-7.02,-13.65,-1.54
TS,2009,68.5,27.5,-13.2,-14.69,-9.25,-4.4,6.15,9.45,12.54,13.18,7.25,-3.36,-6.91,-13.46,-1.39
TS,2009,68.5,28.125,-13.06,-14.65,-9.3,-4.5,5.71,9.15,12.23,12.87,7.17,-3.27,-6.88,-13.27,-1.48
TS,2009,68.5,28.75,-12.92,-14.54,-9.42,-4.6,5.23,8.88,11.94,12.54,7.08,-3.23,-6.91,-13.07,-1.58
TS,2009,68.5,29.375,-12.81,-14.44,-9.56,-4.63,5.02,8.76,11.83,12.38,7.08,-3.15,-6.97,-12.92,-1.62
TS,2010,60.5,21.875,-7.27,-8.3,-3.57,2.61,8.91,12.59,19.85,17.29,11.99,6.26,-0.18,-7.15,4.42
TS,2010,60.5,22.5,-10.91,-9.74,-3.97,3.43,10.47,13.44,20.71,17.27,11.27,4.98,-2.73,-10.79,3.62
TS,2010,60.5,23.125,-12.92,-10.7,-4.44,3.56,11.06,13.89,21.16,17.33,10.96,4.24,-3.85,-12.24,3.17
TS,2010,60.5,23.75,-13.43,-11.08,-4.64,3.34,10.99,13.95,20.85,17,10.74,3.96,-3.81,-12.21,2.97
TS,2010,60.5,24.375,-13.72,-11.3,-4.71,3.23,10.91,13.86,20.59,16.54,10.36,3.67,-3.69,-12.21,2.79
TS,2010,60.5,25,-12.67,-11,-4.62,3.08,10.37,13.65,20.7,17.1,10.98,4.5,-2.6,-10.54,3.25
TS,2010,60.5,25.625,-12.75,-11.09,-4.66,3.05,10.32,13.69,21.03,17.71,11.39,4.84,-2.28,-10.18,3.42
TS,2010,60.5,26.25,-11.05,-10.6,-4.56,2.53,9.52,13.34,20.89,18.28,11.96,5.72,-0.67,-7.76,3.97
TS,2010,60.5,26.875,-9.8,-10.2,-4.5,2.25,9,13.1,20.8,18.46,12.26,6.34,0.51,-5.88,4.36
TS,2010,60.5,27.5,-10.36,-10.41,-4.65,2.06,9.24,13.34,21.14,18.57,12.23,6.19,0.25,-6.29,4.28
TS,2010,60.5,28.125,-10.01,-10.42,-4.95,1.96,9.33,13.7,21.51,19.13,12.49,6.37,0.72,-5.54,4.52
TS,2010,60.5,28.75,-12.51,-11.33,-5.33,2.23,10.14,13.98,21.78,18.72,11.9,5.34,-0.99,-8.37,3.8
TS,2010,60.5,29.375,-15.33,-12.27,-5.43,2.81,11.13,14.16,22.03,18.08,11.18,4.2,-3.06,-11.96,2.96
TS,2010,61,21.875,-8.69,-8.82,-4.15,2.68,9.37,12.61,19.7,16.84,11.35,5.62,-1.73,-8.69,3.84
TS,2010,61,22.5,-12.14,-10.43,-4.32,3.39,10.71,13.38,20.14,16.43,10.7,4.34,-4.31,-12.21,2.97
TS,2010,61,23.125,-13.77,-11.36,-4.69,3.4,11.12,13.81,20.46,16.44,10.51,3.77,-5.22,-13.43,2.59
TS,2010,61,23.75,-14.67,-12,-4.92,3.53,11.44,14.39,21,16.88,10.59,3.67,-5.66,-14.09,2.51
TS,2010,61,24.375,-15,-12.2,-4.91,3.62,11.52,14.57,21.23,16.99,10.59,3.64,-5.66,-14.25,2.51
TS,2010,61,25,-15.3,-12.32,-5,3.31,11.28,14.25,21.09,16.75,10.43,3.45,-5.48,-14.27,2.35
TS,2010,61,25.625,-15.82,-12.63,-5.06,3.39,11.41,14.5,21.54,17.22,10.67,3.58,-5.4,-14.3,2.42
TS,2010,61,26.25,-16.38,-12.88,-5.05,3.56,11.62,14.77,21.98,17.55,10.88,3.71,-5.44,-14.41,2.49
TS,2010,61,26.875,-16.83,-12.97,-5.11,3.53,11.67,14.72,22.08,17.4,10.78,3.66,-5.5,-14.51,2.41
TS,2010,61,27.5,-17.47,-13.04,-5.24,3.61,11.89,14.94,22.4,17.74,10.85,3.68,-5.62,-14.75,2.42
TS,2010,61,28.125,-18.01,-13.24,-5.39,3.77,12.18,15.41,22.94,18.48,11.19,3.86,-5.71,-14.93,2.55
TS,2010,61,28.75,-18.8,-13.59,-5.77,3.48,12.15,15.07,22.68,18.16,10.96,3.47,-6.07,-15.7,2.17
TS,2010,61,29.375,-18.89,-13.54,-5.78,3.52,12.08,14.64,22.42,17.85,10.85,3.38,-5.85,-15.68,2.08
TS,2010,61.5,21.875,-9.14,-9,-4.38,2.46,9.18,12.21,19.11,16.45,10.91,5.23,-2.18,-9.22,3.47
TS,2010,61.5,22.5,-12.74,-10.98,-4.59,3.15,10.61,13.24,19.94,16.21,10.36,4.07,-4.86,-13,2.62
TS,2010,61.5,23.125,-14.29,-11.93,-4.85,3.42,11.2,14.03,20.64,16.55,10.47,3.7,-5.91,-14.29,2.4
TS,2010,61.5,23.75,-15.12,-12.46,-5.08,3.5,11.42,14.45,21.06,16.84,10.57,3.57,-6.28,-14.83,2.3
TS,2010,61.5,24.375,-15.77,-12.91,-5.25,3.63,11.63,14.86,21.46,17.17,10.68,3.55,-6.54,-15.25,2.27
TS,2010,61.5,25,-16.4,-13.34,-5.38,3.69,11.78,15.18,21.85,17.48,10.8,3.55,-6.72,-15.58,2.24
TS,2010,61.5,25.625,-17.09,-13.59,-5.36,3.79,11.93,15.42,22.32,17.82,10.92,3.51,-6.79,-15.84,2.25
TS,2010,61.5,26.25,-17.77,-13.74,-5.38,3.89,12.02,15.57,22.66,18.05,10.98,3.48,-6.85,-16.08,2.24
TS,2010,61.5,26.875,-18.49,-13.79,-5.48,3.82,11.95,15.48,22.72,18.01,10.92,3.41,-6.91,-16.26,2.12
TS,2010,61.5,27.5,-18.98,-13.79,-5.54,3.64,11.87,15.3,22.68,17.9,10.85,3.34,-6.95,-16.39,1.99
TS,2010,61.5,28.125,-19.42,-13.89,-5.59,3.85,12.21,15.6,23.07,18.36,11.04,3.44,-7.16,-16.66,2.07
TS,2010,61.5,28.75,-19.99,-14.08,-5.71,4.18,12.57,15.98,23.5,18.85,11.22,3.56,-7.56,-17.08,2.12
TS,2010,61.5,29.375,-20.01,-14.04,-5.87,4.05,12.46,15.42,23.12,18.5,11.14,3.41,-7.25,-17.01,1.99
TS,2010,62,21.875,-9.48,-9.46,-4.59,2.07,9.01,11.87,18.62,15.91,10.44,4.93,-2.49,-9.47,3.11
TS,2010,62,22.5,-12.86,-11.33,-5.04,2.41,9.9,12.57,19.22,15.59,9.93,3.75,-4.92,-13.12,2.18
TS,2010,62,23.125,-14.66,-12.35,-5.39,2.53,10.27,13.05,19.73,15.67,9.85,3.17,-5.97,-14.81,1.76
TS,2010,62,23.75,-15.43,-12.86,-5.59,2.68,10.61,13.5,20.24,16.01,10.01,3.06,-6.3,-15.18,1.73
TS,2010,62,24.375,-16.2,-13.34,-5.75,2.92,11.01,14.04,20.85,16.45,10.24,3.05,-6.67,-15.56,1.75
TS,2010,62,25,-16.97,-13.71,-5.78,3.29,11.4,14.63,21.52,17.03,10.54,3.09,-7.05,-16.04,1.83
TS,2010,62,25.625,-17.71,-13.99,-5.76,3.54,11.7,15.06,22.09,17.5,10.77,3.05,-7.32,-16.48,1.87
TS,2010,62,26.25,-18.13,-14.09,-5.83,3.37,11.61,14.97,22.16,17.48,10.65,2.95,-7.33,-16.61,1.77
TS,2010,62,26.875,-18.62,-14.19,-5.97,3.15,11.48,14.86,22.18,17.4,10.52,2.83,-7.42,-16.71,1.63
TS,2010,62,27.5,-19.11,-14.18,-5.96,3.07,11.5,14.79,22.22,17.41,10.53,2.82,-7.47,-16.89,1.56
TS,2010,62,28.125,-19.84,-14.28,-5.94,3.39,11.91,15.25,22.72,17.96,10.84,2.97,-7.76,-17.32,1.66
TS,2010,62,28.75,-20.53,-14.5,-6.08,3.83,12.41,15.77,23.28,18.63,11.19,3.1,-8.19,-17.81,1.76
TS,2010,62,29.375,-20.73,-14.59,-6.3,3.87,12.5,15.6,23.27,18.64,11.21,3.06,-8.36,-18.04,1.68
TS,2010,62.5,21.875,-10.56,-11,-4.97,1.87,8.99,11.61,18.27,15.29,9.97,4.42,-3.43,-10.89,2.46
TS,2010,62.5,22.5,-13.73,-12.29,-5.49,2.16,9.9,12.17,18.78,14.9,9.39,3.4,-5.82,-14.23,1.6
TS,2010,62.5,23.125,-14.52,-12.79,-5.68,2.25,10,12.44,19.2,15.16,9.5,3.1,-6.12,-14.78,1.48
TS,2010,62.5,23.75,-15.23,-13.2,-5.86,2.18,10,12.58,19.5,15.29,9.49,2.74,-6.46,-15.25,1.31
TS,2010,62.5,24.375,-15.99,-13.58,-6.02,2.24,10.34,13.03,20.02,15.6,9.66,2.69,-6.79,-15.68,1.29
TS,2010,62.5,25,-16.67,-13.93,-6.09,2.31,10.58,13.36,20.45,15.83,9.81,2.61,-7.05,-16.06,1.26
TS,2010,62.5,25.625,-17.24,-14.15,-6.11,2.37,10.75,13.57,20.81,16.08,9.93,2.5,-7.23,-16.4,1.24
TS,2010,62.5,26.25,-18.07,-14.43,-6.19,2.73,11.23,14.2,21.54,16.83,10.26,2.53,-7.53,-16.94,1.35
TS,2010,62.5,26.875,-18.79,-14.6,-6.27,2.91,11.51,14.6,22,17.28,10.43,2.59,-7.76,-17.3,1.38
TS,2010,62.5,27.5,-19.42,-14.68,-6.31,3,11.69,14.81,22.25,17.47,10.5,2.66,-7.95,-17.51,1.38
TS,2010,62.5,28.125,-20.05,-14.77,-6.35,3.11,11.87,15,22.46,17.65,10.6,2.73,-8.22,-17.69,1.36
