PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TS,1984,59,11.875,-5.25,-4.34,-2.01,4.63,12.15,14.64,16.35,16.47,10.07,8.37,2.61,-0.56,6.09
TS,1984,59,12.5,-6.48,-5.3,-2.46,5.3,12.98,15.42,17.24,17.12,10.13,8.05,1.79,-1.96,5.99
TS,1984,59,13.125,-7.45,-5.96,-1.7,6.66,15.33,17.94,19.67,19.47,11.96,8.36,1.7,-3.41,6.88
TS,1984,59,13.75,-7.18,-5.87,-1.84,6.67,14.96,17.66,19.42,19.25,11.88,8.28,1.7,-3.41,6.79
TS,1984,59,14.375,-5.93,-5.23,-2.72,5.58,12.56,15.25,17.13,16.96,10.3,7.85,1.76,-2.34,5.93
TS,1984,59,15,-5.45,-4.99,-2.76,5.45,12.05,14.81,16.82,16.66,10.13,7.87,1.99,-2.09,5.87
TS,1984,59,15.625,-5.22,-4.85,-2.51,5.57,12.07,14.93,17.15,17.08,10.45,8.04,2.3,-1.98,6.09
TS,1984,59,16.25,-4.77,-4.65,-2.22,5.46,11.9,14.83,17.06,17.1,10.61,8.16,2.48,-1.7,6.19
TS,1984,59,16.875,-3.82,-3.92,-1.68,5.07,11.2,14.47,16.81,17.18,11.01,8.49,3.09,-0.82,6.42
TS,1984,59,17.5,-2.46,-2.98,-1.11,4.57,10.21,13.94,16.46,17.25,11.47,8.86,3.8,0.42,6.7
TS,1984,59,18.125,-0.63,-1.67,-0.4,3.66,8.48,12.98,15.71,17.19,12.18,9.22,4.97,2.12,6.98
TS,1984,59,18.75,1.97,0.25,0.55,2.12,5.76,11.57,14.65,17.02,13.33,9.9,6.87,4.65,7.39
TS,1984,59,19.375,2.36,0.86,0.98,2.11,5.92,11.57,14.63,16.96,13.31,10.14,7.23,5.1,7.6
TS,1984,59,20,2.72,1.37,1.35,2.18,6.16,11.58,14.61,16.97,13.18,10.35,7.54,5.44,7.79
TS,1984,59,20.625,2.96,1.43,0.96,2.25,6.31,11.6,14.72,17.15,12.95,10.59,7.78,5.63,7.86
TS,1984,59.5,11.875,-7.47,-5.79,-3.71,3.87,11.63,14.08,15.65,15.48,8.84,7.19,1.03,-1.98,4.9
TS,1984,59.5,12.5,-7.35,-5.94,-3.9,4.3,12.14,14.6,16.23,15.95,9.25,7.29,1.03,-2.4,5.1
TS,1984,59.5,13.125,-7.3,-6.04,-3.82,4.9,12.81,15.33,16.98,16.61,9.84,7.46,1.12,-2.79,5.43
TS,1984,59.5,13.75,-7.48,-6.08,-3.6,5.29,13.12,15.77,17.48,17.13,10.26,7.49,0.98,-3.24,5.59
TS,1984,59.5,14.375,-6.94,-5.81,-3.98,4.74,12.12,14.73,16.44,16.13,9.6,7.19,0.9,-2.97,5.18
TS,1984,59.5,15,-6.34,-5.48,-4.3,4.31,11.34,13.86,15.56,15.25,9.09,7.01,0.94,-2.54,4.89
TS,1984,59.5,15.625,-6.33,-5.39,-3.87,4.98,12.2,14.76,16.58,16.44,10.02,7.39,1.38,-2.69,5.46
TS,1984,59.5,16.25,-6.05,-5.15,-3.46,5.42,12.61,15.19,17.08,17.04,10.58,7.74,1.83,-2.61,5.85
TS,1984,59.5,16.875,-5.73,-4.94,-3.01,5.4,12.51,15.12,16.98,17.05,10.64,7.86,2.04,-2.41,5.96
TS,1984,59.5,17.5,-4.95,-4.54,-2.52,5.25,12.1,14.97,16.91,17.21,10.98,8.08,2.41,-1.81,6.17
TS,1984,59.5,18.125,-3.6,-3.86,-2.02,4.63,10.93,14.24,16.44,16.97,11.23,8.33,3.01,-0.58,6.31
TS,1984,59.5,18.75,-1.07,-2.1,-1.18,3.22,8.39,12.92,15.44,16.68,12.1,9.07,4.83,1.88,6.68
TS,1984,59.5,19.375,1.48,-0.33,-0.43,1.66,5.75,11.69,14.36,16.41,13.02,9.93,6.82,4.4,7.06
TS,1984,59.5,20,1.94,0.22,-0.33,1.63,5.8,11.67,14.36,16.48,12.8,10.05,7.04,4.78,7.2
TS,1984,59.5,20.625,2.06,0.35,-0.72,1.68,5.98,11.78,14.57,16.67,12.45,10.06,7.11,4.91,7.24
TS,1984,60,11.875,-8.78,-6.44,-4.86,3.26,10.76,13.33,14.93,14.63,8.1,6.25,-0.11,-3.2,3.99
TS,1984,60,12.5,-8.66,-6.48,-5.02,3.2,10.78,13.24,14.95,14.53,8.01,6.16,-0.21,-3.52,3.92
TS,1984,60,13.125,-8.36,-6.46,-5.02,3.44,10.94,13.41,15.17,14.69,8.25,6.21,-0.07,-3.63,4.05
TS,1984,60,13.75,-8.17,-6.39,-5.15,3.34,10.86,13.29,15.04,14.65,8.23,6.11,-0.16,-3.69,4
TS,1984,60,14.375,-8.02,-6.27,-5.27,3.16,10.72,13.11,14.81,14.55,8.17,6.01,-0.32,-3.73,3.91
TS,1984,60,15,-7.62,-6.01,-5.19,3.33,10.84,13.22,14.9,14.61,8.4,6.21,-0.11,-3.46,4.09
TS,1984,60,15.625,-7.15,-5.78,-5.11,3.56,11.05,13.47,15.12,14.77,8.74,6.52,0.24,-3.15,4.36
TS,1984,60,16.25,-6.64,-5.44,-4.85,4.14,11.4,13.78,15.5,15.19,9.28,6.91,0.78,-3,4.75
TS,1984,60,16.875,-6.14,-5.19,-4.5,4.72,11.81,14.23,16.06,15.86,9.91,7.25,1.25,-2.86,5.2
TS,1984,60,17.5,-5.58,-4.95,-4.15,4.89,11.73,14.21,16.19,16.21,10.16,7.36,1.59,-2.46,5.43
TS,1984,60,18.125,-4.3,-4.24,-3.65,4.42,10.7,13.57,15.8,16.1,10.42,7.63,2.33,-1.3,5.62
TS,1984,60,18.75,-2.16,-3.27,-2.78,3.31,8.77,12.89,15.4,16.32,11.5,8.47,3.94,0.81,6.1
TS,1984,60,19.375,-0.57,-2.57,-2.66,2.26,7.1,12.33,14.9,16.36,12.14,9.05,5.21,2.47,6.34
TS,1984,60,20,-0.43,-2.55,-3.1,2.08,6.98,12.54,15.01,16.54,12.16,9.11,5.41,2.76,6.38
TS,1984,60,20.625,0.06,-2.14,-3.4,1.75,6.54,12.39,14.95,16.59,11.89,9.26,5.91,3.27,6.42
TS,1984,60.5,11.875,-10.66,-7.19,-5.58,2.64,10.18,12.66,14.22,13.96,7.37,5.23,-1.34,-4.99,3.04
TS,1984,60.5,12.5,-10.34,-7.1,-5.83,2.39,9.97,12.33,13.99,13.75,7.12,5.04,-1.34,-5.01,2.91
TS,1984,60.5,13.125,-10.01,-6.98,-6,2.28,9.88,12.15,13.89,13.67,7.03,4.93,-1.35,-4.92,2.88
TS,1984,60.5,13.75,-9.64,-6.71,-5.95,2.51,10.14,12.38,14.16,13.86,7.31,5.06,-1.3,-4.74,3.09
TS,1984,60.5,14.375,-9.33,-6.51,-5.78,2.88,10.44,12.74,14.45,14.14,7.69,5.35,-1.12,-4.62,3.36
TS,1984,60.5,15,-8.86,-6.33,-5.61,3.26,10.62,12.93,14.59,14.29,8,5.64,-0.87,-4.46,3.6
TS,1984,60.5,15.625,-8.4,-6.14,-5.45,3.71,11.01,13.44,15.07,14.7,8.56,6.06,-0.43,-4.15,4
TS,1984,60.5,16.25,-7.78,-5.84,-5.25,4.02,11.24,13.8,15.5,15.1,9.14,6.47,0.05,-3.77,4.39
TS,1984,60.5,16.875,-6.01,-5.06,-4.64,3.92,10.61,13.66,15.8,15.72,10.18,7.23,1.29,-2.45,5.02
TS,1984,60.5,17.5,-3.63,-4.09,-3.85,3.21,9.07,12.98,15.64,16.15,11.27,8.14,2.97,-0.25,5.63
TS,1984,60.5,18.125,-1.77,-3.38,-3.52,2.18,7.32,12.05,14.99,16.11,11.8,8.65,4.35,1.64,5.87
TS,1984,60.5,18.75,-0.34,-2.92,-3.43,1.48,6.05,11.5,14.54,16.12,12.17,8.88,5.24,2.82,6.01
TS,1984,60.5,19.375,0.57,-2.57,-3.51,1.18,5.33,11.32,14.37,16.18,12.32,8.93,5.6,3.36,6.09
TS,1984,60.5,20,0.6,-2.49,-3.87,1.14,5.39,11.48,14.54,16.31,12.2,8.91,5.74,3.41,6.11
TS,1984,60.5,20.625,0.16,-2.9,-4.55,1.02,5.61,11.61,14.74,16.38,12.06,8.96,6.03,3.41,6.04
TS,1984,61,11.875,-12.37,-8.23,-6.7,1.47,9.41,11.68,13.26,13.11,6.44,3.89,-2.96,-7.31,1.81
TS,1984,61,12.5,-12,-7.96,-6.91,1.33,9.22,11.41,13.02,12.88,6.21,3.83,-2.81,-6.85,1.78
TS,1984,61,13.125,-11.55,-7.55,-6.98,1.46,9.13,11.35,13.01,12.82,6.15,3.83,-2.73,-6.5,1.87
TS,1984,61,13.75,-11.19,-7.16,-6.67,2.03,9.67,11.97,13.58,13.31,6.7,4.26,-2.33,-6.14,2.34
TS,1984,61,14.375,-10.91,-6.8,-6.24,2.65,10.32,12.71,14.25,13.92,7.37,4.84,-1.79,-5.83,2.87
TS,1984,61,15,-10.41,-6.6,-6.13,2.8,10.31,12.68,14.25,13.9,7.55,5.1,-1.49,-5.55,3.03
TS,1984,61,15.625,-9.97,-6.42,-6.04,2.94,10.34,12.73,14.37,14,7.82,5.37,-1.2,-5.25,3.22
TS,1984,61,16.25,-8.83,-5.78,-5.64,3.23,10.27,12.9,14.76,14.32,8.47,5.87,-0.54,-4.55,3.71
TS,1984,61,16.875,-6.15,-4.67,-4.67,3.12,9.3,12.77,15.15,15.12,9.99,7,1.21,-2.32,4.65
TS,1984,61,17.5,-2.59,-3.58,-3.88,1.88,6.97,11.84,14.92,15.94,11.87,8.35,3.81,1.01,5.54
TS,1984,61,18.125,-0.09,-2.85,-3.63,0.78,5.1,10.92,14.4,16.21,12.8,8.93,5.49,3.16,5.93
TS,1984,61,18.75,1.16,-2.14,-3.19,0.61,4.54,10.58,14.1,16.05,12.44,8.62,5.65,3.63,6
TS,1984,61,19.375,1.71,-1.51,-3.05,0.79,4.51,10.77,14.21,16.07,12.12,8.46,5.48,3.63,6.1
TS,1984,61,20,1.8,-1.16,-3.42,0.95,4.62,11.06,14.43,16.28,12.04,8.65,5.55,3.62,6.2
TS,1984,61,20.625,0.92,-1.5,-3.73,1.34,5.67,11.48,14.7,16.24,11.7,8.69,5.23,3.01,6.15
TS,1984,61.5,11.875,-13.63,-8.95,-7.9,-0.16,8.19,10.21,11.85,11.72,5.19,2.43,-4.79,-8.61,0.46
TS,1984,61.5,12.5,-13.06,-8.47,-7.67,0.26,8.35,10.24,11.86,11.71,5.2,2.65,-4.23,-7.89,0.75
TS,1984,61.5,13.125,-12.54,-7.99,-7.5,0.59,8.5,10.44,12.02,11.8,5.37,2.9,-3.79,-7.41,1.03
TS,1984,61.5,13.75,-12.12,-7.56,-7.38,0.9,8.77,10.81,12.36,12.04,5.69,3.22,-3.35,-7.1,1.36
TS,1984,61.5,14.375,-11.81,-7.05,-6.9,1.55,9.33,11.44,12.95,12.56,6.24,3.86,-2.71,-6.7,1.9
TS,1984,61.5,15,-11.55,-6.58,-6.49,2.08,9.79,11.99,13.5,13.01,6.77,4.51,-2.05,-6.35,2.39
TS,1984,61.5,15.625,-11.09,-6.26,-6.24,2.64,10.07,12.37,13.98,13.44,7.31,4.98,-1.55,-6.06,2.8
TS,1984,61.5,16.25,-10.12,-5.72,-5.79,3.19,10.12,12.74,14.55,14.06,8.14,5.67,-0.72,-5.4,3.39
TS,1984,61.5,16.875,-6.33,-4.39,-4.62,2.73,8.66,12.48,15,15.17,10.16,7.04,1.44,-2.22,4.59
TS,1984,61.5,17.5,-2.31,-3.16,-3.81,1.89,6.71,11.79,15.04,16.02,11.9,8.24,3.67,1.04,5.59
TS,1984,61.5,18.125,0.07,-2.4,-3.64,0.92,5.18,11.02,14.51,16.13,12.26,8.38,4.84,2.69,5.83
TS,1984,61.5,18.75,1.66,-1.53,-3.23,0.63,4.47,10.75,14.27,16.11,12.07,8.15,5.16,3.4,5.99
TS,1984,61.5,19.375,2.14,-0.73,-2.88,0.83,4.43,11.02,14.4,16.04,11.67,8.07,5.01,3.41,6.12
TS,1984,61.5,20,2.21,-0.3,-2.95,0.97,4.56,11.24,14.51,16.03,11.35,8.26,5.2,3.44,6.21
TS,1984,61.5,20.625,1.75,-0.49,-3.4,1.06,4.91,11.29,14.59,16.02,11.06,8.66,5.66,3.47,6.21
TS,1984,62,11.875,-14.75,-9.29,-8.52,-1,7.54,9.23,10.89,10.78,4.43,1.53,-6.2,-9.06,-0.37
TS,1984,62,12.5,-14.08,-8.82,-8.26,-0.68,7.79,9.45,11.1,10.92,4.57,1.82,-5.74,-8.57,-0.04
TS,1984,62,13.125,-13.28,-8.11,-8.03,-0.35,7.89,9.4,11.05,10.81,4.59,2.08,-5.02,-7.9,0.26
TS,1984,62,13.75,-12.79,-7.57,-7.54,0.45,8.49,10.09,11.67,11.31,5.1,2.6,-4.31,-7.45,0.84
TS,1984,62,14.375,-12.53,-7.1,-6.95,1.44,9.35,11.12,12.57,12.1,5.86,3.24,-3.51,-7.13,1.54
TS,1984,62,15,-12.42,-6.69,-6.74,1.74,9.72,11.62,13.06,12.51,6.35,3.83,-2.83,-6.95,1.93
TS,1984,62,15.625,-12.23,-6.29,-6.59,2.01,10.02,12.04,13.49,12.86,6.8,4.34,-2.21,-6.77,2.29
TS,1984,62,16.25,-12,-6.01,-6.4,2.41,10.32,12.64,14.18,13.52,7.46,4.83,-1.77,-6.67,2.71
TS,1984,62,16.875,-10.1,-5.28,-5.9,2.46,9.85,12.85,14.76,14.33,8.55,5.68,-0.6,-5.24,3.45
TS,1984,62,17.5,-4.37,-3.64,-4.89,1.61,7.29,11.89,14.83,15.46,10.64,7.39,2.39,-0.61,4.83
TS,1984,62,18.125,0.01,-2.31,-4.25,0.86,5.25,11.13,14.73,16.25,11.85,8.47,4.57,2.86,5.78
TS,1984,62,18.75,1.27,-1.41,-3.89,0.69,4.81,11.13,14.55,16.19,11.44,8.16,4.83,3.4,5.93
TS,1984,62,19.375,1.89,-0.71,-3.62,0.75,4.74,11.33,14.49,16.04,11.02,7.92,4.97,3.56,6.03
TS,1984,62,20,1.93,-0.27,-3.66,0.85,4.86,11.51,14.44,15.79,10.51,8.14,5.3,3.54,6.08
TS,1984,62,20.625,1.11,-0.51,-4,1.11,5.57,11.73,14.38,15.43,9.88,8.27,5.3,2.98,5.94
TS,1984,62.5,11.875,-14.79,-9.02,-8.83,-1.57,6.67,8.42,9.99,10.11,4.03,1.05,-6.31,-8.82,-0.76
TS,1984,62.5,12.5,-14.3,-8.87,-8.68,-1.04,7.29,8.71,10.33,10.28,4.12,1.26,-6.37,-8.68,-0.5
TS,1984,62.5,13.125,-13.51,-8.08,-8.15,-0.33,7.79,9.07,10.69,10.52,4.4,1.7,-5.6,-8.09,0.03
TS,1984,62.5,13.75,-12.93,-7.36,-7.44,0.57,8.55,9.79,11.39,11.06,4.93,2.25,-4.97,-7.66,0.68
TS,1984,62.5,14.375,-13.21,-7.11,-7.1,1.14,9.42,10.95,12.32,11.91,5.74,2.84,-4.38,-7.69,1.24
TS,1984,62.5,15,-13.4,-6.76,-6.87,1.45,9.95,11.74,12.96,12.44,6.29,3.33,-3.79,-7.57,1.65
TS,1984,62.5,15.625,-13.02,-6.33,-6.82,1.49,10.02,11.93,13.22,12.64,6.57,3.72,-3.19,-7.37,1.9
TS,1984,62.5,16.25,-12.4,-5.87,-6.72,1.55,10.01,12.13,13.56,12.94,6.95,4.14,-2.47,-7.04,2.23
TS,1984,62.5,16.875,-10.68,-5.17,-6.24,1.87,9.92,12.55,14.28,13.67,7.82,4.94,-1.41,-5.81,2.98
TS,1984,62.5,17.5,-8.45,-4.47,-5.91,1.87,9.37,12.72,14.82,14.44,8.78,5.78,-0.11,-4.06,3.73
TS,1984,62.5,18.125,-3.63,-3.25,-5.51,1.09,6.97,11.86,14.73,15.55,10.31,7.16,2.53,0.2,4.83
TS,1984,62.5,18.75,0.25,-2.11,-5.1,0.61,5.13,11.29,14.64,16.39,11.35,8.15,4.68,3.64,5.74
TS,1984,62.5,19.375,0.89,-1.52,-4.73,0.69,5.19,11.48,14.56,16.13,10.9,7.76,4.85,3.74,5.83
TS,1984,62.5,20,0.85,-1.36,-4.61,0.8,5.44,11.61,14.46,15.81,10.42,7.57,4.97,3.56,5.79
TS,1984,62.5,20.625,-0.78,-2,-4.97,1.22,6.6,11.91,14.4,15.27,9.72,7.44,4.36,2.27,5.45
TS,1984,63,11.875,-13.23,-8,-8.45,-1.83,5.19,8.18,9.46,9.89,4.1,1.07,-5.31,-7.98,-0.58
TS,1984,63,12.5,-13.06,-7.86,-8.39,-1.36,6.31,8.26,9.64,9.9,4.08,1.28,-5.36,-7.9,-0.37
TS,1984,63,13.125,-13.15,-7.77,-8.33,-0.98,7.36,8.44,9.87,10,4.03,1.42,-5.6,-8.06,-0.23
TS,1984,63,13.75,-13.22,-7.44,-7.62,0.19,8.82,10.04,11.35,11.29,5.14,2.11,-5.62,-8.24,0.57
TS,1984,63,14.375,-13.51,-7.13,-7.04,1.26,10.17,11.58,12.75,12.47,6.2,2.75,-5.72,-8.43,1.28
TS,1984,63,15,-13.54,-6.63,-6.99,1.16,10.1,11.71,12.83,12.41,6.29,2.99,-5.04,-8.03,1.44
TS,1984,63,15.625,-13.3,-6.2,-7.03,1,9.91,11.68,12.84,12.3,6.29,3.11,-4.37,-7.69,1.54
TS,1984,63,16.25,-12.88,-5.98,-7.15,1.04,9.87,11.74,13.06,12.43,6.44,3.24,-3.71,-7.56,1.71
TS,1984,63,16.875,-12.36,-5.78,-7.23,1.14,9.9,11.95,13.42,12.68,6.7,3.45,-3.06,-7.26,1.96
TS,1984,63,17.5,-11.25,-5.41,-7.08,1.39,10.09,12.58,14.24,13.4,7.45,4.11,-2.31,-6.31,2.58
TS,1984,63,18.125,-9.38,-4.92,-6.89,1.48,9.71,12.88,14.79,14.14,8.32,4.87,-0.99,-4.56,3.29
TS,1984,63,18.75,-4.62,-3.88,-6.36,0.99,7.43,12.16,14.66,15.28,9.86,6.21,2.07,-0.07,4.48
TS,1984,63,19.375,-0.76,-3.07,-5.85,0.63,5.64,11.65,14.51,16.17,11.06,7.24,4.74,3.56,5.46
TS,1984,63,20,-1.36,-3.02,-5.75,0.58,5.74,11.61,14.45,15.92,10.66,7.19,4.68,3.19,5.32
TS,1984,63,20.625,-2.46,-3.34,-6.04,0.51,5.73,11.36,14.25,15.66,10.51,7.25,4.58,2.75,5.06
TS,1984,63.5,11.875,-10.06,-5.74,-6.3,0.23,7.82,9.51,10.64,10.94,5.9,3.14,-2.7,-5.18,1.52
TS,1984,63.5,12.5,-11.83,-7.09,-7.69,-1.04,6.72,9.1,10.2,10.5,5.07,1.99,-4.77,-7.23,0.33
TS,1984,63.5,13.125,-12.46,-7.13,-7.55,-0.32,7.98,9.51,10.7,10.82,5.08,2.08,-5.56,-7.95,0.43
TS,1984,63.5,13.75,-13.04,-7,-7.22,0.62,9.25,10.23,11.45,11.38,5.38,2.33,-6.16,-8.56,0.72
TS,1984,63.5,14.375,-13.55,-6.72,-7.05,1.1,10.07,11.31,12.39,12.16,6.11,2.65,-6.39,-8.58,1.12
TS,1984,63.5,15,-13.78,-6.47,-7.11,1.15,10.37,11.85,12.88,12.48,6.41,2.71,-6.55,-8.45,1.29
TS,1984,63.5,15.625,-13.55,-6.22,-7.35,0.84,10.11,11.74,12.92,12.33,6.31,2.68,-6.09,-8.18,1.3
TS,1984,63.5,16.25,-13.44,-6.05,-7.59,0.72,10.06,11.81,13.15,12.39,6.39,2.76,-5.61,-8,1.38
TS,1984,63.5,16.875,-13.16,-6.08,-7.75,0.85,10.14,11.98,13.46,12.56,6.51,2.82,-5.11,-7.76,1.54
TS,1984,63.5,17.5,-12.61,-6.15,-7.84,0.88,10.08,12.01,13.63,12.63,6.56,2.84,-4.6,-7.3,1.68
TS,1984,63.5,18.125,-11.88,-6.03,-7.76,0.99,10.13,12.4,14.1,12.99,6.96,3.15,-3.8,-6.6,2.05
TS,1984,63.5,18.75,-11.13,-5.88,-7.59,1.04,10.07,12.76,14.54,13.44,7.42,3.47,-2.75,-5.82,2.46
TS,1984,63.5,19.375,-7.33,-4.96,-6.73,0.73,8.4,12.48,14.66,14.62,8.79,4.74,0.31,-2.12,3.63
TS,1984,63.5,20,-4.28,-4.13,-5.92,0.67,7.13,12.34,14.91,15.71,10.09,6.06,3.16,1.19,4.74
TS,1984,63.5,20.625,-5.39,-4.41,-6.44,0.35,6.21,11.5,14.47,15.56,10.34,6.63,3.44,1.26,4.46
TS,1984,64,11.875,-8.69,-4.57,-4.92,2.02,9.89,10.72,11.72,11.81,7.13,4.37,-1.63,-3.72,2.84
TS,1984,64,12.5,-10.9,-6.26,-6.9,-0.19,7.42,9.9,10.87,10.97,5.89,2.66,-4.28,-6.2,1.08
TS,1984,64,13.125,-12.39,-7.24,-8.06,-1.27,5.82,9.31,10.36,10.4,5.02,1.45,-6.2,-7.81,-0.05
TS,1984,64,13.75,-13.01,-7.23,-8.21,-1.25,6.86,9.36,10.49,10.42,4.76,1.06,-7.25,-8.31,-0.19
TS,1984,64,14.375,-13.45,-7.1,-8.27,-1.17,8.05,9.75,10.89,10.68,4.82,0.88,-8.12,-8.55,-0.13
TS,1984,64,15,-13.6,-6.77,-7.91,-0.09,9.29,10.92,12.02,11.52,5.55,1.45,-8.3,-8.5,0.47
TS,1984,64,15.625,-13.7,-6.61,-7.8,0.55,10.05,11.67,12.84,12.07,6.06,1.8,-8.3,-8.44,0.85
TS,1984,64,16.25,-13.57,-6.64,-8.14,0.37,10.01,11.67,13,12.05,6.08,1.89,-7.78,-8.22,0.89
TS,1984,64,16.875,-13.3,-6.75,-8.44,0.14,9.9,11.57,13.06,11.95,6.02,1.92,-7.33,-7.94,0.9
TS,1984,64,17.5,-12.91,-6.83,-8.44,0.09,9.71,11.35,12.98,11.82,5.86,1.78,-6.96,-7.61,0.9
TS,1984,64,18.125,-12.73,-6.82,-8.35,0.24,9.71,11.36,13.08,11.89,5.85,1.77,-6.32,-7.31,1.03
TS,1984,64,18.75,-12.73,-6.72,-8.2,0.52,9.98,11.91,13.57,12.27,6.23,2.07,-5.5,-6.95,1.37
TS,1984,64,19.375,-12.66,-6.62,-8.04,0.75,10.18,12.35,13.95,12.56,6.58,2.42,-4.95,-6.46,1.67
TS,1984,64,20,-10.7,-5.99,-7.42,0.91,9.41,12.36,14.36,13.49,7.73,3.67,-2.45,-3.96,2.62
TS,1984,64,20.625,-8.78,-5.33,-6.8,1.02,8.48,12.2,14.7,14.41,8.88,5.06,0.34,-1.45,3.56
TS,1984,64.5,11.875,-7.83,-3.6,-4.51,0.89,9.57,10.67,11.54,11.6,7.24,4.41,-1.14,-3.08,2.98
TS,1984,64.5,12.5,-10.85,-5.9,-7.09,-0.75,7.78,10.17,11.02,10.89,6.01,2.67,-4.03,-5.96,1.16
TS,1984,64.5,13.125,-12.04,-6.9,-8.3,-1.35,6.46,9.75,10.63,10.45,5.32,1.46,-5.96,-7.42,0.18
TS,1984,64.5,13.75,-12.73,-7.26,-8.85,-1.37,7.23,9.81,10.69,10.44,5.05,0.87,-7.35,-8.14,-0.13
TS,1984,64.5,14.375,-13.15,-7.2,-8.87,-1.16,8.24,9.93,10.89,10.52,4.85,0.61,-8.45,-8.25,-0.17
TS,1984,64.5,15,-13.55,-7.18,-8.8,-0.91,8.61,10.13,11.2,10.65,4.81,0.43,-9.24,-8.38,-0.19
TS,1984,64.5,15.625,-13.75,-7.1,-8.54,-0.35,9.16,10.73,11.93,11.11,5.24,0.61,-9.42,-8.48,0.1
TS,1984,64.5,16.25,-13.75,-7.01,-8.41,-0.05,9.54,11.06,12.39,11.34,5.48,0.78,-9.22,-8.38,0.31
TS,1984,64.5,16.875,-13.66,-7.09,-8.62,-0.47,9.3,10.82,12.24,11.08,5.26,0.64,-8.61,-8.05,0.24
TS,1984,64.5,17.5,-13.61,-7.18,-8.75,-0.75,9.14,10.65,12.14,10.91,5.08,0.47,-8.04,-7.72,0.2
TS,1984,64.5,18.125,-13.55,-7.16,-8.64,-0.11,9.58,11.14,12.71,11.44,5.45,0.83,-7.54,-7.64,0.54
TS,1984,64.5,18.75,-13.5,-7.08,-8.53,0.42,10,11.6,13.2,11.95,5.82,1.17,-7.04,-7.41,0.88
TS,1984,64.5,19.375,-13.48,-6.98,-8.42,0.6,10.21,11.99,13.55,12.21,6.15,1.49,-6.74,-6.97,1.13
TS,1984,64.5,20,-13.49,-6.9,-8.34,0.71,10.32,12.23,13.78,12.36,6.37,1.72,-6.45,-6.48,1.32
TS,1984,64.5,20.625,-11.55,-6.27,-7.78,0.65,9.08,11.82,14.02,13.14,7.39,3.28,-3.36,-3.99,2.2
TS,1984,65,11.875,-4.01,-0.97,-1.51,2.15,7.47,10.71,11.53,11.98,8.27,5.41,1.16,-0.02,4.35
TS,1984,65,12.5,-9.93,-5.24,-6.42,-0.86,4.99,10.2,11.04,10.89,6.19,2.59,-3.42,-5.08,1.25
TS,1984,65,13.125,-12.54,-7.07,-8.64,-2.02,3.77,9.52,10.45,10.13,5.01,0.86,-6.11,-7.38,-0.33
TS,1984,65,13.75,-13.48,-7.71,-9.58,-2.53,2.56,8.46,9.56,9.29,4.13,-0.43,-8.01,-8.33,-1.34
TS,1984,65,14.375,-14.06,-7.96,-9.94,-2.85,2.53,7.92,9.15,8.81,3.52,-1.2,-9.39,-8.81,-1.86
TS,1984,65,15,-14.2,-7.88,-9.77,-2.75,4.99,8.38,9.55,8.99,3.48,-1.24,-10.03,-8.97,-1.62
TS,1984,65,15.625,-14.15,-7.76,-9.43,-1.93,7.58,9.37,10.52,9.68,4.02,-0.87,-10.06,-9.03,-1
TS,1984,65,16.25,-14.01,-7.6,-9.07,-0.95,8.69,10.29,11.53,10.45,4.71,-0.39,-9.83,-8.88,-0.42
TS,1984,65,16.875,-13.9,-7.54,-8.87,-0.33,9.39,10.97,12.26,11.01,5.17,-0.06,-9.63,-8.72,-0.02
TS,1984,65,17.5,-14.09,-7.65,-8.89,-0.18,9.64,11.23,12.59,11.22,5.32,0.08,-9.51,-8.75,0.08
TS,1984,65,18.125,-14.3,-7.65,-8.86,-0.07,9.85,11.42,12.87,11.4,5.46,0.28,-9.44,-8.7,0.19
TS,1984,65,18.75,-14.15,-7.48,-8.85,-0.01,9.96,11.55,13.02,11.61,5.61,0.5,-8.86,-8.17,0.39
TS,1984,65,19.375,-14,-7.33,-8.82,0.05,10.06,11.65,13.17,11.77,5.78,0.76,-8.38,-7.7,0.58
TS,1984,65,20,-13.63,-7.12,-8.63,0.3,10.06,11.84,13.46,12,6.16,1.3,-7.3,-6.87,0.96
TS,1984,65,20.625,-12.88,-6.71,-8.21,0.79,10.06,12.15,13.9,12.47,6.74,2.11,-5.66,-5.74,1.58
TS,1984,65.5,11.875,2.81,3.33,3.23,4.76,7.92,10.62,10.89,12.45,10.19,8.13,6.3,5.66,7.19
TS,1984,65.5,12.5,-4.63,-1.68,-2.38,1.51,5.15,10.09,10.64,11.3,7.68,4.52,0.66,-0.32,3.55
TS,1984,65.5,13.125,-12,-6.68,-7.95,-1.75,2.64,9.67,10.43,10.24,5.21,0.85,-5.02,-6.33,-0.06
TS,1984,65.5,13.75,-13.8,-7.89,-9.48,-2.69,2.68,8.98,9.88,9.52,4.26,-0.59,-7.32,-8.07,-1.21
TS,1984,65.5,14.375,-14.22,-8.11,-9.96,-3.01,3.82,8.34,9.34,8.94,3.76,-1.35,-8.58,-8.72,-1.65
TS,1984,65.5,15,-14.42,-8.22,-10.01,-2.69,6.03,8.69,9.7,9.06,3.8,-1.53,-9.24,-9.17,-1.5
