PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
TS,1992,59.5,7.5,-4.95,-4.86,-4.61,-3.17,4.63,10.07,10.03,8.25,5.97,-3.06,-4.82,-6.98,0.54
TS,1992,59.5,8.125,-4.22,-4.57,-3.76,-1.82,7.6,11.96,11.22,9.23,6.5,-2.46,-4.82,-6.62,1.52
TS,1992,59.5,8.75,-3.12,-3.55,-2.03,0.54,9.2,13.23,12.5,10.52,7.44,-1.28,-4.14,-5.86,2.79
TS,1992,59.5,9.375,-2.86,-2.83,-0.64,1.7,10.42,14.45,13.67,11.78,8.6,-0.04,-3.28,-4.12,3.9
TS,1992,60,10,-3.57,-3.38,-0.52,1.6,10.9,14.9,14.02,12.03,8.73,-0.34,-4.68,-4.77,3.74
TS,1992,60,10.625,-3.21,-2.93,0.36,2.29,11.65,15.63,14.83,12.88,9.44,0.4,-3.95,-3.36,4.5
TS,1992,60,11.25,-2.51,-2.57,0.8,2.5,11.91,15.73,15.11,13.24,9.7,0.67,-3.34,-1.97,4.94
TS,1992,60,11.875,-2.48,-2.82,0.61,2.15,11.84,15.57,14.99,13.19,9.35,0.36,-3.62,-2.07,4.76
TS,1992,60,12.5,-2.36,-3.01,0.49,1.89,11.78,15.48,14.9,13.21,9.13,0.2,-3.68,-2.11,4.66
TS,1992,60,5,5.3,4.86,4.84,5.53,9.91,14.73,14.45,13.89,12.83,9.05,6.6,5.6,8.97
TS,1992,60,5.625,1.67,1.47,1.69,2.6,8.89,13.91,13.07,12.15,10.76,4.77,2.73,1.41,6.26
TS,1992,60,6.25,-2.6,-2.48,-2.1,-1.47,5.96,11.33,10.81,9.6,7.87,0.04,-1.73,-3.51,2.64
TS,1992,60,6.875,-6.06,-6.06,-5.35,-4.94,0.42,5.3,7.74,6.57,4.73,-4.03,-5.63,-7.38,-1.22
TS,1992,60,7.5,-7.17,-7.41,-6.51,-5.82,1.24,6.43,8.17,6.51,4.19,-5.15,-7.34,-8.9,-1.81
TS,1992,60,8.125,-6.86,-7.43,-6.46,-5.31,6.08,11.21,10.47,8.01,5.05,-4.52,-7.81,-9.09,-0.56
TS,1992,60,8.75,-4.77,-5.61,-4.38,-2.48,7.67,12.03,11.3,9.14,6.11,-3.17,-6.55,-8.03,0.94
TS,1992,60,9.375,-3.32,-4.12,-2.32,0.01,9.19,13.05,12.35,10.39,7.32,-1.79,-5.49,-6.72,2.38
TS,1992,60.5,10,-4.99,-5.57,-2.5,-0.37,9.48,13.26,12.57,10.57,7.43,-2.33,-7.24,-8.95,1.78
TS,1992,60.5,10.625,-5.52,-5.08,-1.29,0.66,10.85,14.86,14.06,11.9,8.48,-1.33,-6.54,-7.71,2.78
TS,1992,60.5,11.25,-4.75,-4.45,-0.57,1.06,11.21,15.03,14.35,12.3,8.71,-0.93,-5.72,-5.51,3.39
TS,1992,60.5,11.875,-4.12,-4.19,-0.3,1.03,11.16,14.82,14.25,12.35,8.62,-0.82,-5.11,-3.8,3.66
TS,1992,60.5,12.5,-3.68,-4.29,-0.52,0.56,10.77,14.46,13.9,12.22,8.35,-0.99,-4.86,-3.67,3.52
TS,1992,60.5,5,4.23,3.62,3.78,4.82,9.77,14.42,13.59,12.96,11.81,7.21,5.07,4.36,7.97
TS,1992,60.5,5.625,0.9,0.28,0.78,2.35,9.33,14.35,12.8,11.78,10.12,2.86,1.05,0.34,5.58
TS,1992,60.5,6.25,-2.73,-2.92,-2.11,-1.48,6.52,13.71,12.16,10.58,8.35,-0.13,-2.59,-3.97,2.95
TS,1992,60.5,6.875,-5.53,-5.71,-4.72,-4.41,2.51,10.66,10.24,8.65,6.17,-3.1,-5.52,-7.01,0.19
TS,1992,60.5,7.5,-7.86,-8.26,-7.29,-6.85,-1.66,5.64,7.46,6.15,3.66,-6.23,-8.08,-9.39,-2.73
TS,1992,60.5,8.125,-6.72,-7.51,-6.63,-5.66,3.21,8.47,8.94,7.16,4.26,-5.4,-8.13,-8.99,-1.42
TS,1992,60.5,8.75,-5.17,-6.29,-5.24,-3.67,6.95,10.98,10.18,8.22,5.15,-4.28,-7.72,-8.45,0.06
TS,1992,60.5,9.375,-4.56,-5.8,-3.72,-1.62,8.19,11.89,11.22,9.32,6.33,-3.28,-7.55,-9.2,0.94
TS,1992,61,10,-6.78,-7.2,-4.55,-3.31,8.36,12.19,11.46,9.52,6.47,-3.48,-8.41,-10.28,0.33
TS,1992,61,10.625,-6.55,-6.39,-2.86,-1.48,9.66,13.74,12.97,10.91,7.55,-2.44,-7.75,-9.41,1.5
TS,1992,61,11.25,-6.32,-5.93,-1.92,-0.59,10.3,14.51,13.75,11.66,8.1,-1.82,-7.12,-8.43,2.18
TS,1992,61,11.875,-6.13,-6.06,-2.26,-1.37,9.86,13.86,13.23,11.31,7.67,-1.97,-6.52,-6.98,2.05
TS,1992,61,12.5,-5.72,-5.96,-2.39,-1.76,9.64,13.51,12.92,11.17,7.42,-2.1,-6.06,-6.32,2.03
TS,1992,61,5,4.07,3.29,3.28,4.18,9.16,13.97,13.05,12.75,11.56,6.8,4.93,4.15,7.6
TS,1992,61,5.625,0.15,-0.97,-0.89,0.04,7.99,12.93,11.35,10.63,9.06,1.39,0.19,-0.45,4.28
TS,1992,61,6.25,-2.56,-3.52,-2.88,-2.36,5.04,12.19,10.77,9.74,7.68,-0.94,-2.74,-3.67,2.23
TS,1992,61,6.875,-4.74,-5.48,-4.11,-3.7,1.79,10.96,10.33,9.1,6.56,-2.54,-5.13,-6.24,0.57
TS,1992,61,7.5,-7.03,-7.84,-6.79,-6.12,-0.69,5.62,8.08,6.85,4.22,-5.72,-7.96,-8.84,-2.19
TS,1992,61,8.125,-7.45,-8.44,-7.56,-6.52,0.21,5.33,7.62,6.27,3.5,-6.71,-9.27,-9.9,-2.74
TS,1992,61,8.75,-6,-7.19,-6.14,-4.54,5.14,9.48,9.16,7.46,4.56,-5.32,-8.97,-9.53,-0.99
TS,1992,61,9.375,-6.17,-7.12,-5.27,-3.63,7.31,11.28,10.43,8.55,5.58,-4.36,-8.88,-10.11,-0.2
TS,1992,61.5,10,-7.49,-8.76,-6.21,-4.75,5.87,10.6,9.73,7.9,5.14,-4.77,-9.82,-11.07,-1.14
TS,1992,61.5,10.625,-7.85,-8.74,-5.75,-5.01,5.71,11.06,10.35,8.49,5.48,-4.59,-9.23,-10.83,-0.91
TS,1992,61.5,11.25,-7.53,-7.93,-4.8,-4.25,7.19,12.17,11.37,9.51,6.23,-3.7,-8.39,-9.84,0
TS,1992,61.5,11.875,-7.06,-7.28,-4.25,-3.86,7.85,12.59,11.78,9.98,6.48,-3.32,-7.63,-8.77,0.54
TS,1992,61.5,12.5,-6.31,-6.62,-3.85,-3.63,8.33,12.53,11.8,10.14,6.46,-3.23,-6.92,-7.49,0.93
TS,1992,61.5,5,4.48,3.52,3.72,5.09,9.91,14.54,13.32,13.24,11.78,6.7,5.04,4.38,7.98
TS,1992,61.5,5.625,0.29,-1.12,-0.51,0.42,5.55,13.24,11.88,11.18,9.25,1.48,-0.18,-0.4,4.26
TS,1992,61.5,6.25,-3.45,-5.17,-3.98,-3.47,1.01,11.48,10.58,9.35,6.98,-2.92,-4.86,-4.63,0.91
TS,1992,61.5,6.875,-5.35,-6.93,-5.27,-4.77,-0.32,7.81,9.01,7.81,5.37,-4.89,-7.06,-6.74,-0.94
TS,1992,61.5,7.5,-6.99,-8.46,-6.95,-6.3,-1.01,5.6,7.4,6.44,3.94,-6.7,-8.89,-8.74,-2.56
TS,1992,61.5,8.125,-8.32,-9.76,-8.57,-7.54,-1.15,6.51,6.98,5.79,3.1,-7.69,-10.58,-10.59,-3.49
TS,1992,61.5,8.75,-7.87,-9.37,-7.87,-6.28,2.39,8.56,8.02,6.47,3.79,-6.57,-10.74,-11.11,-2.55
TS,1992,61.5,9.375,-6.97,-8.56,-6.6,-4.38,6.32,10.33,9.24,7.43,4.85,-4.93,-10.38,-11.12,-1.23
TS,1992,62,10,-7.98,-9.88,-7.39,-6.32,3.97,10.18,9.16,7.17,4.62,-6.27,-10.57,-11.37,-2.06
TS,1992,62,10.625,-7.34,-8.93,-6.25,-5.67,5.87,10.78,9.71,8.01,5.24,-5.14,-9.72,-10.19,-1.14
TS,1992,62,11.25,-6.9,-8.16,-5.47,-5.07,6.51,11.36,10.21,8.67,5.61,-4.5,-8.94,-9.37,-0.5
TS,1992,62,11.875,-6.87,-7.83,-5.11,-4.59,6.41,12,10.81,9.24,5.79,-4.48,-8.5,-9.01,-0.18
TS,1992,62,12.5,-6.19,-7.14,-4.67,-4.26,6.93,12.11,11.04,9.54,5.87,-4.42,-7.92,-8.07,0.23
TS,1992,62,5,5.16,4.22,4.36,5.17,9.44,13.84,13.11,13.24,11.86,7.51,5.77,5.09,8.23
TS,1992,62,5.625,2.56,1.17,1.79,2.74,8.72,13.77,12.46,12.26,10.61,3.9,2.23,2.07,6.19
TS,1992,62,6.25,-1.33,-3.21,-1.79,-1.53,7.21,12.95,11.22,10.59,8.5,-0.51,-2.63,-1.99,3.12
TS,1992,62,6.875,-4.44,-6.45,-4.78,-4.85,3.85,7.58,7.96,7.94,5.77,-4.73,-6.11,-5.48,-0.31
TS,1992,62,7.5,-7.05,-9.08,-7.43,-7.65,-1.65,0.61,4.54,5.23,3.02,-8.82,-9.05,-8.82,-3.85
TS,1992,62,8.125,-7.87,-9.9,-8.23,-7.92,-1.09,4.37,5.99,5.47,3.06,-8.54,-10.35,-10.26,-3.77
TS,1992,62,8.75,-8.47,-10.45,-8.79,-7.9,-0.05,8.12,7.19,5.69,3.21,-8.11,-11.15,-11.41,-3.51
TS,1992,62,9.375,-8.09,-10.11,-8.01,-6.81,2.34,9.34,8.33,6.5,4.04,-7.04,-10.88,-11.51,-2.66
TS,1992,62.5,10,-6.68,-9.01,-6.73,-6.45,2.88,10.32,9.42,7.75,5.17,-6.89,-9.69,-9.82,-1.64
TS,1992,62.5,10.625,-6.45,-8.56,-6.23,-6.06,4.37,11.38,9.75,8.21,5.46,-6.09,-9.28,-9.49,-1.08
TS,1992,62.5,11.25,-6.23,-7.97,-5.68,-5.71,4.28,11.1,9.58,8.39,5.5,-5.24,-8.76,-8.98,-0.81
TS,1992,62.5,11.875,-6.15,-7.63,-5.35,-5.22,4.62,11.43,9.96,8.77,5.56,-5.22,-8.61,-8.65,-0.54
TS,1992,62.5,12.5,-5.89,-7.18,-5.07,-4.81,5.93,11.63,10.21,8.99,5.51,-5.18,-8.42,-8.22,-0.21
TS,1992,62.5,5,6.71,6.05,6.1,5.95,8.66,12.94,13.14,13.33,12.34,9.95,7.84,7.01,9.17
TS,1992,62.5,5.625,6.26,5.37,5.44,5.69,8.8,13.33,13.12,13.38,12.52,9.03,7.13,6.3,8.86
TS,1992,62.5,6.25,3.88,2.52,3.15,3.65,9.03,13.53,12.62,12.72,11.31,5.66,3.84,3.48,7.12
TS,1992,62.5,6.875,1.49,-0.38,0.79,1.7,8.99,13.24,12.05,12.02,9.97,1.9,0.37,0.45,5.22
TS,1992,62.5,7.5,-2.1,-4.38,-2.69,-2.48,3.86,7.97,10.11,9.74,7.41,-3.03,-4.37,-3.98,1.34
TS,1992,62.5,8.125,-4.64,-7.25,-5.06,-5.1,1.47,6.4,9.04,8.35,5.81,-6.1,-7.6,-7.08,-0.98
TS,1992,62.5,8.75,-5.88,-8.37,-6.34,-6.25,0.27,7.35,8.48,7.42,4.98,-6.97,-8.82,-8.58,-1.89
TS,1992,62.5,9.375,-6.67,-9.09,-7,-6.94,0.12,7.74,8.45,7.08,4.63,-7.48,-9.73,-9.61,-2.37
TS,1992,63,10,-2.84,-5.18,-3.15,-2.74,6.41,11.74,10.25,9.8,7.37,-3.38,-5.46,-4.76,1.5
TS,1992,63,10.625,-3.18,-4.96,-3.43,-2.91,7.37,12.37,10.17,9.76,7.31,-3.23,-5.5,-5.03,1.56
TS,1992,63,11.25,-4,-5.65,-3.93,-3.81,4.65,12,10,9.43,6.73,-4.17,-6.5,-6.06,0.72
TS,1992,63,11.875,-5.07,-6.57,-4.75,-5.19,1.88,11.5,9.62,8.88,5.95,-5.57,-7.85,-7.3,-0.37
TS,1992,63,12.5,-4.76,-6.07,-4.54,-5.02,4.29,11.42,9.6,8.84,5.79,-5.51,-7.76,-6.89,-0.05
TS,1992,63,5,7.32,6.95,7.09,6.52,8.38,12.39,12.82,12.91,12.02,10.43,8.46,7.74,9.42
TS,1992,63,5.625,7.26,6.64,6.77,6.35,8.28,12.57,12.91,13.13,12.43,10.42,8.45,7.57,9.4
TS,1992,63,6.25,6.8,5.85,6.09,5.87,8.37,12.8,12.96,13.21,12.51,9.69,7.75,6.89,9.07
TS,1992,63,6.875,5.82,4.52,5,5.09,8.81,13.19,12.95,13.13,12.17,7.85,6.04,5.53,8.34
TS,1992,63,7.5,4.05,2.22,3.33,3.73,9.06,13.55,12.76,12.82,11.44,5.36,3.44,3.31,7.09
TS,1992,63,8.125,1.51,-0.97,1.09,1.76,9.3,13.97,12.36,12.29,10.22,1.91,-0.16,0.24,5.29
TS,1992,63,8.75,-0.61,-3.22,-1.02,-0.56,7.05,12.14,11.27,11.03,8.7,-1.02,-2.97,-2.26,3.21
TS,1992,63,9.375,-2.4,-5.06,-2.81,-2.59,4.97,10.42,10.17,9.77,7.4,-3.34,-5.2,-4.29,1.42
TS,1992,63.5,10,1,-0.92,0.75,1.26,8.95,13.54,11.81,11.86,9.6,0.81,-1.11,-0.23,4.78
TS,1992,63.5,10.625,0.37,-1.59,0.34,0.92,8.87,13.58,11.73,11.7,9.39,0.25,-1.78,-0.98,4.4
TS,1992,63.5,11.25,-0.58,-2.66,-0.39,0.15,8.41,13.57,11.52,11.39,8.99,-0.86,-2.96,-2.07,3.71
TS,1992,63.5,11.875,-2.5,-4.11,-2.22,-2.41,5.94,12.84,10.67,10.38,7.77,-3.26,-5.28,-4.1,1.98
TS,1992,63.5,12.5,-3.97,-5.26,-3.62,-4.2,4.71,12.42,10.19,9.71,6.85,-5.09,-7.17,-5.81,0.73
TS,1992,63.5,5,7.4,7.23,7.31,6.84,8.29,12.05,12.3,12.58,11.64,9.85,8.33,7.67,9.29
TS,1992,63.5,5.625,7.48,7.1,7.19,6.63,8.21,12.17,12.49,12.73,11.96,10.08,8.45,7.7,9.35
TS,1992,63.5,6.25,7.55,6.9,7.01,6.35,8.12,12.24,12.64,12.9,12.32,10.32,8.55,7.7,9.38
TS,1992,63.5,6.875,7.3,6.35,6.59,6.12,8.15,12.38,12.85,13.05,12.53,10.2,8.23,7.38,9.26
TS,1992,63.5,7.5,7.06,5.82,6.21,5.99,8.12,12.51,13.1,13.24,12.79,10.27,8.02,7.13,9.19
TS,1992,63.5,8.125,5.45,3.98,4.68,4.73,8.65,13,12.81,13.01,11.89,7.47,5.44,5.18,8.02
TS,1992,63.5,8.75,4.18,2.57,3.42,3.74,9.03,13.35,12.56,12.82,11.12,5.17,3.37,3.66,7.08
TS,1992,63.5,9.375,2.56,0.79,2.03,2.43,8.82,13.3,12.08,12.25,10.32,3.04,1.16,1.72,5.87
TS,1992,64,10,3.36,2.21,2.88,3.04,8.37,12.88,11.97,12.25,10.62,4.11,2.28,2.88,6.4
TS,1992,64,10.625,1.29,-0.04,1.16,1.44,8.61,13.31,11.62,11.76,9.65,0.92,-0.74,0.44,4.95
TS,1992,64,11.25,0.45,-0.79,0.74,1.14,8.94,13.83,11.88,11.88,9.59,0,-2.07,-0.58,4.58
TS,1992,64,11.875,-1.01,-2.21,-0.48,-0.16,8.28,13.8,11.69,11.5,8.92,-1.84,-4.09,-2.34,3.5
TS,1992,64,12.5,-3.01,-4.2,-2.5,-2.84,5.6,12.7,10.81,10.41,7.56,-4.34,-6.41,-4.58,1.6
TS,1992,64,5,7.38,7.27,7.27,6.85,8.11,11.72,11.88,12.48,11.53,9.6,8.25,7.55,9.16
TS,1992,64,5.625,7.56,7.37,7.39,6.78,8.17,11.87,12.2,12.58,11.69,9.76,8.34,7.66,9.28
TS,1992,64,6.25,7.61,7.27,7.29,6.61,8.1,11.91,12.3,12.71,11.96,9.93,8.32,7.72,9.31
TS,1992,64,6.875,7.6,7.15,7.17,6.49,8.02,11.96,12.38,12.85,12.19,10.08,8.27,7.75,9.33
TS,1992,64,7.5,7.4,6.85,6.93,6.34,7.93,12.02,12.51,13.02,12.41,10.35,8.23,7.63,9.3
TS,1992,64,8.125,7.12,6.52,6.61,6.13,7.88,12.09,12.58,13.12,12.49,10.29,7.99,7.4,9.19
TS,1992,64,8.75,6.76,6.09,6.04,5.82,7.92,12.19,12.57,13.09,12.3,9.59,7.36,6.98,8.89
TS,1992,64,9.375,5.87,5.03,5.07,5.07,8.04,12.4,12.46,12.9,11.88,8.15,6,5.91,8.23
TS,1992,64.5,10,5.91,5.08,5.17,4.99,7.92,12.27,12.38,12.79,11.94,8.1,5.95,6.11,8.22
TS,1992,64.5,10.625,4.16,3.01,3.59,3.64,8.25,12.89,12.38,12.65,11.16,5.12,3.34,4.12,7.03
TS,1992,64.5,11.25,2.31,1.1,2.07,2.32,8.41,13.29,12.21,12.32,10.31,2.24,0.51,1.91,5.75
TS,1992,64.5,11.875,-0.44,-1.56,-0.17,0.09,8.11,13.41,11.55,11.42,8.86,-1.76,-3.55,-1.35,3.72
TS,1992,64.5,12.5,-2.65,-3.85,-2.13,-2.43,6.33,12.83,10.84,10.5,7.58,-4.61,-6.36,-3.78,1.86
TS,1992,64.5,5,7.42,7.18,7.24,6.86,7.96,11.44,11.61,12.37,11.46,9.5,8.16,7.52,9.06
TS,1992,64.5,5.625,7.52,7.31,7.34,6.86,8.03,11.55,11.92,12.51,11.61,9.6,8.19,7.65,9.17
TS,1992,64.5,6.25,7.53,7.35,7.33,6.83,8.01,11.61,12.06,12.67,11.77,9.69,8.11,7.74,9.23
TS,1992,64.5,6.875,7.47,7.3,7.21,6.79,7.93,11.62,12.04,12.86,11.9,9.74,7.91,7.75,9.21
TS,1992,64.5,7.5,7.33,7.21,7.1,6.68,7.85,11.64,12.06,12.97,12.05,9.84,7.79,7.68,9.18
TS,1992,64.5,8.125,7.21,7.13,7.04,6.49,7.78,11.72,12.14,12.98,12.22,9.96,7.78,7.55,9.17
TS,1992,64.5,8.75,7.16,6.94,6.78,6.31,7.74,11.81,12.26,12.97,12.34,10.01,7.75,7.49,9.13
TS,1992,64.5,9.375,7.14,6.63,6.41,6.07,7.73,11.9,12.42,12.98,12.46,10.1,7.74,7.5,9.09
TS,1993,58,10,4.65,4.45,3.93,5.6,11.25,13.58,13.63,14.59,12.35,9.31,6.49,4.95,8.73
TS,1993,58,10.625,4.32,3.92,3.46,5.49,11.59,13.86,13.77,14.66,12.42,9.14,5.92,4.52,8.59
TS,1993,58,11.25,2.96,2.23,2.57,5.6,12.17,14.07,14.26,14.51,11.71,8.18,4.05,2.68,7.92
TS,1993,58,11.875,1.15,0.28,1.56,5.76,12.6,13.67,14.23,13.69,10.01,6.46,1.19,0.25,6.74
TS,1993,58,12.5,-0.48,-1.31,0.68,5.73,12.65,12.94,13.87,12.65,8.31,4.87,-1.24,-1.7,5.58
TS,1993,58,5,6.39,5.66,5.33,6.47,9.13,11.61,12.51,13.97,12.53,9.72,7.53,6.32,8.93
TS,1993,58,5.625,6.08,5.27,4.79,6.14,9.29,11.73,12.65,14.07,12.64,9.68,7.13,5.98,8.79
TS,1993,58,6.25,5.34,4.65,4.18,5.89,9.78,12.01,12.97,14.11,12.51,9.24,6.28,5.05,8.5
TS,1993,58,6.875,4.47,3.92,3.58,5.65,10.39,12.42,13.26,14.11,12.26,8.67,5.33,3.99,8.17
TS,1993,58,7.5,3.62,3.09,3.04,5.18,10.42,12.7,13.1,13.77,11.63,8.05,4.63,3.15,7.7
TS,1993,58,8.125,3.69,3.25,3.23,5.24,10.6,13,13.33,13.95,11.66,8.25,5.07,3.33,7.88
TS,1993,58,8.75,4.53,4.05,3.85,5.45,10.8,13.43,13.72,14.58,12.38,9.25,6.63,4.66,8.61
TS,1993,58,9.375,4.77,4.53,4.14,5.61,10.92,13.36,13.59,14.57,12.33,9.43,6.83,5.04,8.76
TS,1993,58.5,10,4.67,4.08,3.56,5.49,11.72,14.2,14.1,14.64,12.44,9.22,6.45,4.89,8.79
TS,1993,58.5,10.625,4.1,3.28,3.03,5.46,11.93,14.19,14.14,14.64,12.17,8.74,5.44,3.96,8.42
TS,1993,58.5,11.25,2.53,1.6,2.11,5.56,12.3,13.93,14.18,14.12,10.92,7.32,2.94,1.59,7.42
TS,1993,58.5,11.875,0.04,-0.76,0.91,5.6,12.76,13.54,14.21,13.18,8.97,5.37,-0.57,-1.78,5.96
TS,1993,58.5,12.5,-1.62,-2.03,0.64,6.04,14.01,14.52,15.25,13.65,8.94,5,-2.08,-3.41,5.74
TS,1993,58.5,5,5.91,5.2,4.61,6.13,9.61,11.54,12.33,14.07,12.61,9.58,6.79,5.43,8.65
TS,1993,58.5,5.625,3.94,3.67,3.16,5.66,9.94,11.35,12.05,13.15,11.27,7.92,4.2,2.9,7.43
TS,1993,58.5,6.25,1.13,1.44,1.13,4.99,10.16,10.93,11.43,11.57,9.01,5.35,0.47,-0.74,5.57
TS,1993,58.5,6.875,-0.99,-0.35,-0.55,3.94,9.97,10.84,11.1,10.55,7.46,3.46,-2.12,-2.97,4.2
TS,1993,58.5,7.5,-1.24,-0.83,-0.61,3.68,10.12,11.27,11.6,10.65,7.29,3.17,-2.38,-3.33,4.12
TS,1993,58.5,8.125,-0.46,-0.17,0.45,4.17,10.82,12.27,12.72,11.58,8.06,3.93,-1.32,-2.6,4.95
TS,1993,58.5,8.75,2,1.65,2.07,4.9,11.43,13.46,13.85,13.4,10.33,6.54,2.56,0.84,6.92
TS,1993,58.5,9.375,3.56,2.97,3.06,5.4,11.78,14.03,14.27,14.3,11.59,8.09,4.82,3.03,8.08
TS,1993,59,10,1.76,1.06,1.87,5.24,12.26,14.16,14.67,14.11,10.7,6.68,2.34,0.41,7.1
TS,1993,59,10.625,2.61,1.58,2.1,5.41,12.27,14.24,14.74,14.43,11.17,7.32,3.35,1.41,7.55
TS,1993,59,11.25,0.94,-0.09,1.13,5.52,12.58,13.84,14.54,13.62,9.74,5.67,0.66,-1.3,6.4
TS,1993,59,11.875,-0.9,-1.72,0.38,5.54,13.15,13.9,14.72,13.17,8.69,4.63,-1.56,-3.59,5.53
TS,1993,59,12.5,-2.27,-2.84,0.07,5.78,14.12,14.67,15.5,13.49,8.51,4.39,-2.82,-4.96,5.3
TS,1993,59,5,5.57,4.95,4.36,5.92,9.74,11.28,12.23,13.87,12.49,9.46,6.31,4.75,8.41
TS,1993,59,5.625,3.47,3.17,2.67,5.07,10.37,11.42,12.2,13.22,11.31,7.76,3.51,2.11,7.19
TS,1993,59,6.25,-1.55,-1.75,-2.44,0.75,10.08,11.28,11.31,10.94,7.87,3.4,-2.87,-4.17,3.57
TS,1993,59,6.875,-3.92,-4.3,-4.66,-0.57,8.72,10.03,10.15,9.1,5.64,1,-5.76,-6.5,1.58
TS,1993,59,7.5,-4.34,-4.74,-4.42,0.49,7.72,8.77,9.39,8.09,4.58,0.24,-6.28,-6.47,1.09
TS,1993,59,8.125,-3.41,-3.05,-2.33,2.07,9.37,10.66,11.33,9.76,5.81,1.29,-5.37,-6.09,2.5
TS,1993,59,8.75,-1.89,-1.56,-0.48,3.65,10.9,12.35,13.04,11.53,7.47,2.93,-3.29,-4.63,4.17
TS,1993,59,9.375,-0.25,-0.59,1,5.09,12.33,13.74,14.48,13.16,9.14,4.72,-0.72,-2.65,5.79
TS,1993,59.5,10,-2.13,-2.71,-0.51,4.09,11.19,12.29,13.43,11.72,7.19,2.25,-4.38,-6.64,3.82
TS,1993,59.5,10.625,-0.51,-1.59,0.29,5.04,12.11,13.25,14.42,12.92,8.5,3.96,-1.96,-4.5,5.16
TS,1993,59.5,11.25,-0.95,-2.18,0,5.14,12.47,13.24,14.45,12.75,8.17,3.85,-2.22,-4.93,4.98
TS,1993,59.5,11.875,-1.98,-3.2,-0.61,4.89,12.57,12.89,14.19,12.15,7.39,3.22,-3.23,-5.85,4.37
TS,1993,59.5,12.5,-2.46,-3.6,-0.54,4.99,13.03,13.29,14.78,12.51,7.5,3.42,-3.47,-6.05,4.45
TS,1993,59.5,5,4.93,4.5,4.17,5.98,9.77,11.46,12.39,13.6,12.13,9,5.69,3.88,8.12
TS,1993,59.5,5.625,1.85,2.13,1.96,5.66,10.79,11.68,12.24,12.56,10.25,6.55,1.62,-0.15,6.43
TS,1993,59.5,6.25,-2.28,-2.35,-2.46,1.69,6.64,9.77,10.84,10.16,7.04,2.62,-3.98,-5.14,2.71
TS,1993,59.5,6.875,-5.69,-6.55,-6.55,-2.7,0.93,6.9,9.01,7.64,3.99,-1,-8.77,-9.02,-0.98
TS,1993,59.5,7.5,-6.02,-6.53,-6.25,-1.99,5.01,7.69,9.05,7.53,3.64,-1.2,-8.86,-9.14,-0.59
TS,1993,59.5,8.125,-5.65,-5.52,-4.93,-0.63,7.72,9.28,10.22,8.49,4.22,-0.64,-8.3,-8.99,0.44
TS,1993,59.5,8.75,-4.49,-3.43,-2.45,1.92,9.14,10.51,11.53,9.7,5.17,0.43,-7.09,-8.08,1.9
TS,1993,59.5,9.375,-3.32,-3.06,-1.33,3.13,10.25,11.43,12.53,10.74,6.18,1.34,-5.73,-7.37,2.9
TS,1993,60,10,-3.63,-3.63,-1.19,3.44,10.55,11.58,13.07,11.08,6.06,1.17,-6.57,-8.71,2.77
TS,1993,60,10.625,-2.73,-3.56,-0.87,4.13,11.33,12.11,13.7,11.72,6.69,1.91,-5.44,-8.28,3.39
TS,1993,60,11.25,-2.12,-3.82,-1.01,4.38,11.66,12.08,13.79,11.81,6.86,2.34,-4.4,-8.08,3.62
TS,1993,60,11.875,-2.49,-4.3,-1.4,4.15,11.65,11.79,13.63,11.48,6.5,2.21,-4.54,-8,3.39
TS,1993,60,12.5,-2.75,-4.63,-1.66,3.96,11.64,11.57,13.57,11.29,6.26,2.2,-4.55,-7.7,3.27
TS,1993,60,5,4.59,4.37,4.17,6.2,9.93,11.6,12.57,13.45,11.73,8.64,5.09,3.1,7.95
TS,1993,60,5.625,0.95,0.83,0.44,3.2,8.36,10.82,11.58,11.59,9.05,5.55,0.06,-1.74,5.06
TS,1993,60,6.25,-3.09,-3.47,-4.1,-1.16,4.82,8.8,9.81,9,5.74,1.67,-5.52,-6.83,1.31
TS,1993,60,6.875,-6.71,-7.19,-7.62,-4.19,0.41,4.49,7.09,6.07,2.58,-3.04,-10.16,-10.23,-2.37
TS,1993,60,7.5,-8.11,-8.45,-8.55,-4.87,1.69,5.31,7.5,6.01,2.02,-4.14,-11.53,-11.71,-2.9
TS,1993,60,8.125,-8.27,-8.23,-8.16,-4.58,6.23,8.59,9.54,7.49,2.89,-3.12,-11,-12.06,-1.72
TS,1993,60,8.75,-6.73,-5.81,-5,-1.04,7.69,9.25,10.44,8.43,3.72,-1.57,-9.32,-10.45,-0.03
TS,1993,60,9.375,-5.2,-4.05,-2.32,1.96,9,10.07,11.51,9.55,4.69,-0.06,-7.77,-9.22,1.51
TS,1993,60.5,10,-6.32,-6.08,-3.43,2.18,9.28,10.05,11.94,9.73,4.6,-0.6,-8.73,-11.21,0.95
TS,1993,60.5,10.625,-5.36,-5.19,-2.08,3.06,10.6,11.18,13.13,10.93,5.65,0.11,-7.97,-10.93,1.93
TS,1993,60.5,11.25,-4.28,-5.28,-2.12,3.44,10.9,11.17,13.32,11.09,5.85,0.74,-6.82,-10.58,2.29
TS,1993,60.5,11.875,-3.54,-5.41,-2.39,3.47,10.86,10.82,13.15,10.94,5.75,1.06,-5.92,-10.1,2.39
